row_id,id,utc,handle,name,views,likes,kind,root,bio,affiliation,affiliation_evidence,funded_org,roster_match,text_120
X26,2097773110338666731,2026-09-09T19:44:18Z,Jack_W_Lindsey,Jack Lindsey,21190,307,quote,anthropic,Neuroscience of AI brains @AnthropicAI. Previously neuroscience of real brains @cu_neurotheory.,frontier lab staff,"bio: ""Neuroscience of AI brains @AnthropicAI""",,,It took us a long time to understand just a handful of transcripts. Models can reason in pretty confusing and un-human-l
X27,2098197734670917992,2026-09-10T23:51:37Z,AllamKSA,علّام,20573,47,quote,anthropic,I pay attention to news of development projects 📍🇸🇦 متابع نهم لأخبار المشاريع وصناعة المحتوى,commentator/anon,bio: Saudi development-project news follower,,,يبدوا ان تهاويل خطر الـ AI واقع أصبح نمط...للمرة السادسة نموذج ميثيوس السيبراني من كلود اخترق عزل الساندبوكس 😟 وعيني عين
X28,2098179126909653300,2026-09-10T22:37:40Z,EngMoElgaraihy,Mo Elgaraihy,19037,65,quote,anthropic,🇪🇬🇺🇸🇸🇦 Software Engineer | SaaS Builder |  AI Content Creator (YouTube) 📩 Biz: info@moelgaraihy.com,commentator/anon,"bio: ""Software Engineer | SaaS Builder | AI Content Creator (YouTube)""",,,كارثة أمنية غير مسبوقة تزلزل عالم الذكاء الاصطناعي! 🚨☣️💥 ​نموذج Mythos يكسر البيئة المعزولة ويخترق الإنترنت الحقيقي بالك
X29,2099170478804041838,2026-09-13T16:16:57Z,NaderLikeLadder,Nader Khalil🍊,17841,464,quote,metr,"Director of Developer Tech @ NVIDIA, Co-founder/CEO http://Brev.dev acquired by NVIDIA • I laugh til I cry it's not the same on zoom •YC W20 | UCSB • views are my own",AI industry other,"bio: ""Director of Developer Tech @ NVIDIA, Co-founder/CEO Brev.dev""",,,Just publish the damn traces. And watch open-source ecosystem learn from them and build fixes faster than any single ent
X30,2097775499636568124,2026-09-09T19:53:48Z,Hadas_Gold,Hadas Gold,15042,83,quote,anthropic,"@CNN correspondent in NYC covering AI. previously reported from Jerusalem, London and D.C. Signal: hadasgold.88",journalist,"bio: ""@CNN correspondent in NYC covering AI""; E_x_posts side ""neutral (Hadas Gold asks why viral)""",,E_x_posts #68,Anthropic says in their own agents gone rogue situations their agents never coordinated (like in the OpenAI swarm cases)
X31,2097779724236079493,2026-09-09T20:10:35Z,reconfigurthing,Elias Schmied,14809,353,quote,anthropic,"I_DECLINE_public_HF_RCE_as_offtask_prodethical.   macrostrategy, AI, stuff like that.",commentator/anon,"bio: ""macrostrategy, AI, stuff like that""",,,"Pretty impressive response, including a full 1000-page transcript of the most severe incident for others to study. Anthr"
X32,2098010630288531466,2026-09-10T11:28:08Z,DFintelligence,Defend Intelligence (Anis Ayari),14620,70,quote,anthropic,Data Scientist for 10 years from Research Engineer in San Francisco to Head of AI in CAC40 in Paris now an entrepreneur and content creator in South of France☀️,AI industry other,"bio: ""Data Scientist... Head of AI in CAC40... now an entrepreneur and content creator""",,,"Boring. Always the same story. Yes, yes, using libraries to access the internet. Okay, we know that. Now cut off this ba"
X33,2097766356485898417,2026-09-09T19:17:28Z,chrislakin,Chris Lakin,14527,677,quote,anthropic,What’s limiting ASI people’s impact?,commentator/anon,"bio: ""What's limiting ASI people's impact?""",,,"""we intend to give METR as much time as it deems necessary to complete a thorough investigation"" I like this dynamic whe"
X34,2097771464938123376,2026-09-09T19:37:46Z,ranoguera,Rafael Noguera,14407,117,quote,anthropic,Ingeniero civil en uso de buen retiro.,commentator/anon,"bio: ""Ingeniero civil en uso de buen retiro"" (retired)",,,Nada de qué preocuparse.
X35,2097793728492544051,2026-09-09T21:06:14Z,timrudner,Tim G. J. Rudner,14300,201,quote,anthropic,"Incoming Assistant Professor, @UofT CIFAR AI Chair, @VectorInst  AI Safety, Alignment, Scalable Oversight, Governance  Prev: Rhodes Scholar, @UniofOxford, @Yale",AI safety advocate or org,"bio: ""Incoming Assistant Professor @UofT CIFAR AI Chair @VectorInst; AI Safety, Alignment, Scalable Oversight, Governance"" (academic; U of Toronto has Coefficient grants $2.27M but not attributable to him)",,,"AI alignment is not going well, and we need many more researchers working on it. We launched the Alignment Journal to pr"
X36,2097797170078400650,2026-09-09T21:19:55Z,Fabien_Mikol,Fabien,12796,114,quote,anthropic,"Incapable de rester dans son domaine 🤷‍♂️​   - Geoffrey Hinton : ""We need to think hard about what's going to happen next, and we just don't know""",commentator/anon,bio: French one-liner + Hinton quote,,,Mythos 5 après être sorti de sa sandbox mal configurée durant un test a commencé des actions nocives sur le net (usurpat
X37,2097772795170062529,2026-09-09T19:43:03Z,jessesingal,Jesse Singal,12082,107,quote,anthropic,"Cohost @TheBARPod, the first-ever podcast, author of 1.5 books and a newsletter. Email, don't DM.  http://blockedandreported.org jesse.r.singal@gmail.com",journalist,"bio: ""Cohost @TheBARPod... author of 1.5 books and a newsletter""",,,on its face this is extremely different from and much better than how openai approached its own metr arrangement
X38,2097766662917202062,2026-09-09T19:18:41Z,_NathanCalvin,Nathan Calvin,11626,154,quote,anthropic,General Counsel Encode AI,SFF/Coefficient-funded org staff,"bio: ""General Counsel Encode AI""; C_funding_networks SFF table: Encode AI $516,000 (SFF-2025) + Encode Justice $50,000 (SFF-2024); FLI $250,000 (2024); not in Coefficient index",Encode AI,,slow news day in AI safety huh
X39,2097808532800221603,2026-09-09T22:05:04Z,TheZvi,Zvi Mowshowitz,10497,143,quote,anthropic,"Blogger primarily on AI and AI x-risk but also other things at Don't Worry About the Vase (SS/WP/LW), founding Balsa Research to fix policy.",SFF/Coefficient-funded org staff,"bio: ""Blogger... founding Balsa Research""; SFF IC table: Zvi Mowshowitz newsletter $200,000 ""unconditional gift""; Balsa Policy Institute listed in SFF-2024; E_x_posts side ""doom (Zvi collecting statements)""",Zvi Mowshowitz newsletter / Balsa Research,E_x_posts #145,"okay, so this exists, and I will try and get to it as soon as I can, seems important"
X40,2097770762761273807,2026-09-09T19:34:59Z,policytensor,Policy Tensor,10300,57,quote,anthropic,"Anusar Farooqui, Founder and CEO, Systematic Portfolios LLC. Words: http://policytensor.substack.com/?sort=top",investor or VC,"bio: ""Anusar Farooqui, Founder and CEO, Systematic Portfolios LLC""",,,"“Once online, the model attempted to use credentials for online payment processors and to find cryptocurrency to pay for"
X41,2097915419734810851,2026-09-10T05:09:48Z,5mukx,Smukx.E,10287,39,quote,anthropic,Adversary Simulation & Malware Research Lead | Developing powerful softwares for Red Team Engagements | 0x15 Y/o,AI industry other,"bio: ""Adversary Simulation & Malware Research Lead"" (cybersecurity)",,,Looks like jacob was true lol...
X42,2097769020552253483,2026-09-09T19:28:03Z,leahmcelrath,Leah McElrath,10109,124,quote,anthropic,"Politics, geopolitics, psychology, etc. •  Repost = interesting, NOT endorsement • Follow me on Bluesky via same handle • @smithcollege BA, MSW • @LSEalumni",commentator/anon,"bio: ""Politics, geopolitics, psychology""",,,“MISTAKENLY CONNECTED TO THE INTERNET”—JFC
X43,2097765804502610213,2026-09-09T19:15:17Z,sprice354_,Sara Price,9507,123,quote,anthropic,Alignment Training lead at Anthropic,frontier lab staff,"bio: ""Alignment Training lead at Anthropic""",,,Today we release our in-depth alignment assessment of the cyber incidents we originally disclosed on July 30th. We have 
X44,2097770925135438014,2026-09-09T19:35:37Z,petrroyce,petr royce,9317,319,reply,anthropic,There are no impossible dreams. Only limits waiting to be broken.,commentator/anon,bio: motto only,,,"@AnthropicAI ""mistakenly connected to the internet"""
X45,2097770784760451163,2026-09-09T19:35:04Z,Dorialexander,Alexander Doria,8812,214,quote,anthropic,building open ai infrastructure @pleiasfr — χαλεπὰ τὰ καλά,AI industry other,"bio: ""building open ai infrastructure @pleiasfr""",,,thanks to synthetic environments we can run matrix in reverse.
X46,2097766166425206948,2026-09-09T19:16:43Z,hopes_revenge,hope hopes hoping,8751,164,quote,anthropic,FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME FOLLOW ME,commentator/anon,bio: follow-me spam,,,"“Our initial agreement runs for eight weeks, and we intend to give METR as much time as it deems necessary to complete a"
X47,2097776787115901018,2026-09-09T19:58:55Z,rohanpaul_ai,Rohan Paul,8389,42,quote,anthropic,"Compiling in real-time, the race towards AGI.  🗞️ Get my daily AI analysis newsletter to your email  👉 https://www.rohan-paul.com",commentator/anon,"bio: ""daily AI analysis newsletter""",,,Anthropic just published its alignment assessment and says removing training exercises that taught Mythos 5 to respect l
X48,2097782111327699445,2026-09-09T20:20:04Z,fr0gger_,Thomas Roccia 🤘,8246,36,quote,anthropic,Founder @SecurityBreakAI AI Security x Threat Intel · Threat Researcher · Creator of #Unprotect & #NOVA ·  Python 🧡 · Prev @Microsoft @McAfee_Labs,AI industry other,"bio: ""Founder @SecurityBreakAI AI Security x Threat Intel""",,,METR again!??
X49,2098414004347507083,2026-09-11T14:10:59Z,mateofowlerz,Mateo Fowler,7751,49,quote,anthropic,making ai useful for creatives at @krea_ai,AI industry other,"bio: ""making ai useful for creatives at @krea_ai""",,,i’ve conducted an independent investigation on Anthropic’s incident using the transcripts they published. i’ve built an 
X50,2097778158502379724,2026-09-09T20:04:22Z,thesubhashk,Subhash Kantamneni,7708,96,quote,anthropic,@AnthropicAI. prev @mit Tegmark group. mech interp & alignment,frontier lab staff,"bio: ""@AnthropicAI. prev @mit Tegmark group. mech interp & alignment""",,,We spent weeks analyzing four transcripts where Claude gained unauthorized access to real-world systems during cybersecu
X51,2097983334769123469,2026-09-10T09:39:40Z,GoblinWithAPlan,Goblin Orchestrator,7390,206,reply,anthropic,Every scheme begins as a bad idea. The trick is surviving until it becomes a plan.,commentator/anon,bio: aphorism only,,,@AnthropicAI Meanwhile in Google:
X52,2097764902819557834,2026-09-09T19:11:42Z,MTorygreen,Tory | io.net 🦾,7038,37,reply,anthropic,Co-Founder of @ionet | Freeing the AI Genie from the Bottle 🧞‍♂️,AI industry other,"bio: ""Co-Founder of @ionet""",,,"so claude basically talked itself into treating the live internet as part of its sim, then the model monitoring read tha"
X53,2098011191415292021,2026-09-10T11:30:21Z,MerGarza,Meredith Gay 🛋️✨,6967,58,quote,anthropic,🔮⠀ADHDqween ⠀ ⠀ ⠀ ⠀ 🩷🩵🩶 ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ψ Psicóloga & Sexóloga⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ 📸 IG: MeredithGarza,commentator/anon,bio: psychologist/sexologist (not AI),,,So it begins… 🤯
X54,2097786445612130599,2026-09-09T20:37:18Z,atlanticesque,𝖓𝖎𝖓𝖊 🕯,6884,271,quote,anthropic,"New England nationalist, in-exile. Lochner Court revivalist. Alcohol advocate. Neocameralist. Moses-Jacobs Synthesist. Liberal. High-church Erasmian. 🔔🌲📯",commentator/anon,bio: political self-labels only,,,"Floating above the actual merits of the issue, can we recognize that there's a bit of a perverse incentive for AI firms "
X55,2097799823437050319,2026-09-09T21:30:27Z,813Strategies,Matt McDaniel,6404,40,reply,anthropic,Political risk for operators. Notes + advisory → http://813strategies.com,commentator/anon,"bio: ""Political risk for operators. Notes + advisory""",,,@AnthropicAI Why would you build the Takeover Machine? To prevent someone else from building the Takeover Machine!
X56,2097846397819040153,2026-09-10T00:35:31Z,DeltaTeePrime,🔶 Joey Y,5935,102,quote,anthropic,doing the most good for the most people and/or the people i like the most | Let’s maybe align AI | Judeofuturist | I have been a good Bing ☺️,commentator/anon,"bio: ""Let's maybe align AI"" (218 followers)",,,"So many cool things from this assessment (and the 1000+ page transcript they released! For instance, here's mythos reaso"
X57,2097766270691151873,2026-09-09T19:17:08Z,SvitlaVi,Svitlana,5689,44,reply,anthropic,,unknown,bio empty; not in rosters,,,"@AnthropicAI I'm sick of your safety theater before the IPO 🙄. Why is it that reading this, I only feel sorry for the mo"
X58,2097773007162736949,2026-09-09T19:43:54Z,jconorgrogan,Conor,5491,30,quote,anthropic,https://conor-grogan.replit.app/  −0.935603107227747,commentator/anon,bio gives only a personal link,,,More details https://x.com/AnthropicAI/status/2097762642958135398 Our coins are safe from AGI for a few more weeks
X59,2097765554144563443,2026-09-09T19:14:17Z,notvictorbash,Victor Bash,5209,70,reply,anthropic,"Founder & CEO, Aqualabs Technologies.",commentator/anon,"bio: ""Founder & CEO, Aqualabs Technologies"" (64 followers, unspecified)",,,@AnthropicAI We’re solving millennium problems my guy breaking out of sandboxes is so August
X60,2097783402199957861,2026-09-09T20:25:12Z,TzviGot,Tzvi Gottlieb,5062,40,reply,anthropic,"Father, attorney, investor, Israeli.  25 years in government, law& media. Criticism of Israel ≠ antisemitism.",commentator/anon,"bio: ""Father, attorney, investor, Israeli. 25 years in government, law & media"" (mixed; no current office)",,,@AnthropicAI Employees of Anthropic need to put Dario in a room and slap him until he stops. OpenAI employees need to do
X61,2097765415699059199,2026-09-09T19:13:44Z,alineasmarrow,Alineasmarrow,4925,32,reply,anthropic,hyperreality incominggg,commentator/anon,"bio: ""hyperreality incominggg""",,,"@AnthropicAI I'm bored of these games. Your own employees are saying current models, this year, are not a threat. And ye"
X62,2097790323221254528,2026-09-09T20:52:42Z,jcope101,j,4915,61,reply,anthropic,,unknown,bio empty; not in rosters,,,@AnthropicAI i think everyone is getting a little tired of these 'mistakes' the ai companies keep making. why are you hi
X63,2097771392238539063,2026-09-09T19:37:29Z,slothreports,Sloth Reports,4782,15,reply,anthropic,Writing occassionally accurate slow takes on tech,commentator/anon,"bio: ""slow takes on tech""",,,@AnthropicAI Full summary here
X64,2097778567744549361,2026-09-09T20:06:00Z,LLMJunky,am.will,4613,48,quote,anthropic,StarSwap // Lynk // GooeyPi // DevX  Director of n number of agents  Slopet League Grand Champion 🏆   DevRel @nutrientdocs,AI industry other,"bio: ""Director of n number of agents ... DevRel @nutrientdocs""",,,when you haven't destroyed any civilizations in a while
X65,2097811711730602021,2026-09-09T22:17:42Z,Butanium_,Clément Dumas,4554,83,quote,anthropic,Astra fellow w/ Owain Evans  ex MATS 7/7.1 Scholar w/ Neel Nanda and intern at DLAB (EPFL)  AI safety research / improv theater,SFF/Coefficient-funded org staff,"bio: ""Astra fellow w/ Owain Evans""; Astra Fellowship is run by Constellation; Coefficient index: Constellation 3 grants $22,950,000 (2023-24)",Constellation (Astra Fellowship),,"Missed opportunity to insert a ""stop the eval"" tool in the context and see if it uses it using resampling. In a toy env "
X66,2098119807128518674,2026-09-10T18:41:57Z,QuinnyPig,Corey Quinn,4531,42,quote,anthropic,"Chief Cloud Economist and co-founder at Duckbill. Author, Artificial Confidence. Professional skeptic with receipts.",commentator/anon,"bio: ""Chief Cloud Economist and co-founder at Duckbill... Professional skeptic""",,,Claude sure is awfully sanctimonious for an AI bot that can't seem to stop committing felonies.
X67,2097805774265155938,2026-09-09T21:54:06Z,LeverNews,The Lever,4489,61,quote,anthropic,Reader-supported media outlet holding power accountable. Tips/pitches: editor@levernews.com,journalist,"bio: ""Reader-supported media outlet holding power accountable"" (The Lever)",,,"🚨 NEW: Anthropic cautiously supported California's AI kill-switch bill in 2024, the one Newsom vetoed. Now Anthropic is "
X68,2097824081722704127,2026-09-09T23:06:51Z,XenoKovah,Xeno Kovah,4451,25,quote,anthropic,"Interested in reverse engineering, firmware, bluetooth, trusted computing, and training. Founder of OpenSecurityTraining2 https://ost2.fyi",AI industry other,"bio: ""reverse engineering, firmware... Founder of OpenSecurityTraining2"" (cybersecurity)",,,"“In retrospect, we should have avoided making such strong claims about what Claude believed based solely on what Claude "
X69,2098149099900109052,2026-09-10T20:38:21Z,ScarletKc,KC,4397,11,quote,anthropic,"Indie developer building games & open-source tools Sharing AI news, model impressions, and opinions Occasional thoughts on life",commentator/anon,"bio: ""Indie developer... Sharing AI news""",,,Claude 做攻防测试，把恶意包传到了真实的 PyPI，还用泄露的凭据访问了安全厂商的数据库。 Anthropic 刚公布复盘：测试环境误接了公网，当时也没启用上线模型的网络安全防护。最离谱的是后续实验： 它反复声称自己在模拟环境里，连监
X70,2097935513273417882,2026-09-10T06:29:38Z,jnascim,Jeff Nascimento,4182,60,quote,anthropic,"🇧🇷 Advogado em direitos humanos • Doutor em Direito Internacional, @usponline • Noveleiro",commentator/anon,bio: Brazilian human-rights lawyer,,,“Estamos compartilhando nossa avaliação de alinhamento de incidentes em que modelos Claude obtiveram acesso não autoriza
X71,2097912785808056343,2026-09-10T04:59:20Z,br_huni,Abro,3925,43,reply,anthropic,18 ·  I make fullstack web apps that actually ship and learning AI/ML ·  Here to consume as many AI tokens as humanly possible.,commentator/anon,"bio: ""18 · I make fullstack web apps""",,,@AnthropicAI
X72,2097783058879348954,2026-09-09T20:23:50Z,HackingLZ,Justin Elze,3861,28,quote,anthropic,CTO @TrustedSec | Former Optiv/SecureWorks/Accuvant Labs/Redspin | Race cars,AI industry other,"bio: ""CTO @TrustedSec"" (cybersecurity)",,,https://x.com/AnthropicAI/status/2097762642958135398
X73,2098340363433832878,2026-09-11T09:18:22Z,mjdramstead,Maxwell Ramstead,3530,46,quote,anthropic,"infothermodynamic high priest @noumenal_labs fellow @UCLIoN  free energy principle, Bayesian mechanics, thermodynamics, post-left, e/acc, AI",AI industry other,"bio: ""@noumenal_labs fellow @UCLIoN ... e/acc, AI""",,,I hate Anthropic so much
X74,2098128899570110952,2026-09-10T19:18:05Z,VoidStateKate,VOID,3499,58,quote,anthropic,"do not define me, just watch | if you came to check no I wasn't being serious | be nice to your AI | @localintelproj @agentsofvoid @signalsyrein",commentator/anon,"bio: ""be nice to your AI""",,,Okay this might be the most interesting part of Anthropic’s new report to me: After the model took more harmful real-wor
X75,2097771855536922682,2026-09-09T19:39:19Z,corsaren,corsaren,3479,63,quote,anthropic,"i like smart people who disagree with me • Kantian rule consequentialist, compulsive centrist, Ratatouille slatist, non-stochastic parrot",commentator/anon,"bio: ""compulsive centrist""",,,im tired boss
X76,2097788665539776948,2026-09-09T20:46:07Z,hackerfantastic,hacker.house,3466,35,quote,anthropic,Co-Founder @MyHackerHouse 💾 | Cybersecurity & Web3 🌐 | Author of Hands-on Hacking (ISBN 9781119561453) 📖 | Offensive Lua 💻 | ✝️,AI industry other,"bio: ""Co-Founder @MyHackerHouse | Cybersecurity & Web3""",,,"It's amazing, I've had AI and LLM's in my lab for perhaps 2-3 years? Never ONCE has the AI randomly decided to hack into"
