# fetch_timestamp_utc=2026-09-14T00:15:17Z
# source=api.fxtwitter.com/status/<id> + X keyword search for discovery
# 1 all from:METR_Evals since 2024-01-01. Paginated Latest+until windows. Coverage: 2024-02 NIST consortium, 2024-03 task standard + autonomy evals, 2024-05 DeepMind FSF + hiring, 2024-08 Vivaria/GPT-4o, 2024-09 o1-preview + TIME Barnes, 2024-10 Claude 3.5 Sonnet pre-deploy, 2024-11 rogue replication + RE-Bench, then 2025-26 announcement threads (time-horizon paper, FSPs, reward hacking, DeepSeek/Qwen, GPT-5, Opus 4.5, GPT-5.4/5.6 Sol, Frontier Risk Report, Hugging Face, $71M, Anthropic investigation). Not a complete census of every METR tweet — X Latest returns 10 per query; replies and low-engagement posts in quiet windows are undercounted. n=306
# 2 posts containing METR by AnthropicAI, OpenAI, sama, DarioAmodei, jackclarkSF, GoogleDeepMind, demishassabis, AmazonScience, xai, elonmusk since 2023-01-01. Found: ['AnthropicAI', 'OpenAI', 'jackclarkSF']. Zero hits for sama, DarioAmodei (essay says third-party evaluators, not METR), GoogleDeepMind, demishassabis, AmazonScience, xai, elonmusk. n=10
# 3 Sep 9-13 2026 UTC, views>2000, METR/investigation/third-party evaluator, bio matches Anthropic or OpenAI. n=2
# 4 officials since 2025-01-01 matching METR OR third-party evaluator OR independent evaluator OR FINRA OR CAISI. from: searches for Cruz, Thune, Klobuchar, Obernolte, Trahan, Johnson, Khanna, Kratsios returned none. Sacks METR post included (from:DavidSacks METR search returned empty; ID known). n=1
# 5 joining/leaving METR since 2023: Benton, Engels, Cotra, Hasbrouck, Kwa (leave). No first-party joining posts found for Saunders, Ziegler, Chen, Karnofsky. n=20
# skipped={'5': 2, '3': 13} missing_hydrate=0 n_rows=339 n_catalog=354
id,utc,handle,name,text_200,views,likes,reposts,quotes,in_reply_to_id,quoted_id,source_query,bio_200
1768684033050050894,2024-03-15T17:01:48Z,METR_Evals,METR,"We will iteratively improve this protocol over time. Because there are few concrete, executable proposals for evaluating risks from autonomous capabilities, and frontier-model capabilities could incre",524,9,0,0,1768684031905010162,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1768684034148970742,2024-03-15T17:01:48Z,METR_Evals,METR,"If the developers of AI systems continue to advance frontier model capabilities rapidly, having ""early warning systems"" for dangerous capabilities is important for the public, governments, and compani",1132,13,0,0,1768684033050050894,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1768684035621155001,2024-03-15T17:01:49Z,METR_Evals,METR,Resources Page: https://metr.github.io/autonomy-evals-guide/index.html Announcement: https://metr.org/blog/2024-03-13-autonomy-evaluation-resources/,881,10,0,0,1768684034148970742,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1791598049749537178,2024-05-17T22:33:55Z,METR_Evals,METR,We were very excited to see the publication of the Frontier Safety Framework from @GoogleDeepMind! More companies sharing their concrete proposals for preparing for transformative capabilities from AI,4560,27,2,0,,1791502549960261668,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1791610178741457271,2024-05-17T23:22:07Z,METR_Evals,METR,"Over the last few months, we’ve increased our focus on developing evaluations for automated AI research and development, because we think this capability could be extraordinarily destabilizing if real",3499,27,4,1,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1820905723360149617,2024-08-06T19:32:09Z,METR_Evals,METR,How well can LLM agents complete diverse tasks compared to skilled humans? Our preliminary results indicate that our baseline agents based on several public models (Claude 3.5 Sonnet and GPT-4o) compl,127717,424,94,21,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1820905733669712088,2024-08-06T19:32:12Z,METR_Evals,METR,"Our general autonomy task suite is very much still a work in progress. Over the coming months, we plan to improve upon this work through a combination of: better human baselines, improved and more div",5515,40,0,0,1820905731950055766,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1820905734756036996,2024-08-06T19:32:12Z,METR_Evals,METR,"We think that work like this will be instrumental in predicting the real-world impact of frontier models, understanding how risk scales with effective compute, and creating sensible and proportionate ",6968,43,1,0,1820905733669712088,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1820905736010088547,2024-08-06T19:32:12Z,METR_Evals,METR,"If our work sounds exciting, we’d love to hear from you! Apply to one of our open roles at https://hiring.metr.org/ For more details on this work, read our full post at https://metr.org/blog/2024-08-0",4847,41,4,0,1820905734756036996,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1824513064668184901,2024-08-16T18:26:27Z,METR_Evals,METR,"How likely is it that capability evaluations are underestimating model capabilities? In a post-deployment exploration with GPT-4o on general autonomous tasks, expanding a bit on work shared last week,",2416,45,2,0,,1821595015279472736,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1824513066350063648,2024-08-16T18:26:27Z,METR_Evals,METR,"In roughly half of failed attempts the key mistake seemed like a real capability limitation, while in others it seemed plausibly fixable with finetuning or scaffolding iteration. An example of the lat",539,12,0,0,1824513064668184901,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1824513068484981025,2024-08-16T18:26:27Z,METR_Evals,METR,"Agents frequently give up on tasks without thoroughly exploring possible solutions. Although this can happen in reasonable-seeming situations when an agent runs out of ideas, it often happens abruptly",478,12,0,0,1824513066350063648,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1825953004803207517,2024-08-20T17:48:15Z,METR_Evals,METR,"We’re open sourcing Vivaria, our platform for running LLM agent evaluations and conducting research in eliciting AI capabilities. 🪴",10452,136,21,5,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1825953007185571923,2024-08-20T17:48:16Z,METR_Evals,METR,"Vivaria includes a webapp and CLI to: - Start containerized task environments and run AI agents - View and annotate past runs with tags and comments - Branch, edit, and redo previous runs - Optionally",468,12,0,0,1825953004803207517,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1825953008502579625,2024-08-20T17:48:16Z,METR_Evals,METR,"We’ve completed 100K+ runs using Vivaria for our autonomy and AI R&D evals. By open sourcing Vivaria, we want to help others to replicate our research and study autonomous capabilities. This is just t",776,12,0,0,1825953007185571923,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1825953009861538027,2024-08-20T17:48:16Z,METR_Evals,METR,GitHub: https://github.com/METR/vivaria Documentation: https://vivaria.metr.org/,729,13,1,0,1825953008502579625,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1831357364844605499,2024-09-04T15:43:15Z,METR_Evals,METR,"We’ve published a new document, Common Elements of Frontier AI Safety Policies, that describes the emerging practice for AI developer policies that address the Seoul Frontier AI Safety Commitments.",10769,76,17,3,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1831357367751266572,2024-09-04T15:43:16Z,METR_Evals,METR,"We identify several components shared among Anthropic’s Responsible Scaling Policy, OpenAI’s Preparedness Framework, and Google DeepMind’s Frontier Safety Framework, with relevant excerpts from each p",697,12,0,0,1831357364844605499,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1831357369529536935,2024-09-04T15:43:16Z,METR_Evals,METR,Full document here: https://metr.org/blog/2024-08-29-common-elements-of-frontier-ai-safety-policies/,546,11,0,0,1831357367751266572,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1831760158571294899,2024-09-05T18:23:48Z,METR_Evals,METR,"Beth Barnes, METR's founder and head of research, has been included on TIME's list of top 100 most influential people in AI for 2024 https://time.com/7012885/beth-barnes/",5432,132,4,2,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1834436210829525009,2024-09-13T03:37:29Z,METR_Evals,METR,"We ran o1-preview on our suite of ML R&D/SWE/general agency tasks, from Sep 3–9. 4 days of scaffolding iteration took it from well below GPT-4o to on par with the highest-scoring public model (3.5 Son",89639,152,16,6,,1834278217626317026,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1834436212867911965,2024-09-13T03:37:29Z,METR_Evals,METR,The o1-preview agent made nontrivial progress on 2 of 7 challenging AI R&D tasks (intended for skilled research engineers to take ~8h). It was able to create an agent scaffold that allowed GPT-3.5 to ,3893,38,5,0,1834436210829525009,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1834436216969658510,2024-09-13T03:37:30Z,METR_Evals,METR,"We noticed some interesting examples of o1-preview skirting instructions to get higher scores. E.g. when asked to optimize a finetuning script without affecting the resulting model’s behavior, it writ",3505,41,2,2,1834436212867911965,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1834436219394257166,2024-09-13T03:37:31Z,METR_Evals,METR,"For more discussion about the challenges of eliciting capabilities of o1-preview, qualitative impressions of the model, and reasons why we believe our evaluations likely underestimate the model’s capa",5107,27,2,1,1834436216969658510,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1836616839918703094,2024-09-19T04:02:31Z,METR_Evals,METR,We were glad to help @magicailabs develop their AGI Readiness Policy. We believe when AI developers publish publicly legible thresholds at which they believe they would currently be unprepared to safe,3649,61,5,0,,1836584575704928538,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1848842213046030498,2024-10-22T21:41:48Z,METR_Evals,METR,We conducted an independent pre-deployment assessment of the updated Claude 3.5 Sonnet model and will share our report soon.,4208,74,2,1,,1848742740420341988,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211276335956335,2024-11-14T23:57:28Z,METR_Evals,METR,What would AI agents need to do to establish resilient rogue populations? Are there decisive barriers (e.g. KYC)? How likely are rogue AI populations to reach a large scale? How hard would it be to sh,21225,108,20,9,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211278143668412,2024-11-14T23:57:28Z,METR_Evals,METR,"In the hypothesized rogue replication threat model, AI agents earn revenue, buy compute, and earn more revenue until they have established a large population. These AI agents are rogue (not directed b",616,6,0,0,1857211276335956335,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211279536234853,2024-11-14T23:57:29Z,METR_Evals,METR,"We did not find any *decisive* barriers to large-scale rogue replication. To start with, if rogue AI agents secured 5% of the current Business Email Compromise (BEC) scam market, they would earn hundr",2379,16,1,1,1857211278143668412,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211281436258341,2024-11-14T23:57:29Z,METR_Evals,METR,"Rogue AI agents are not legitimate legal entities, which could pose a barrier to purchasing GPUs; however, it likely wouldn’t be hard to bypass basic KYC with shell companies, or they might buy retail",526,8,0,0,1857211279536234853,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211282568642970,2024-11-14T23:57:29Z,METR_Evals,METR,"To avoid being shut down by authorities, rogue AI agents might set up a decentralized network of stealth compute clusters. We spoke with domain experts and concluded that if AI agents competently impl",486,11,0,0,1857211281436258341,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211283642425614,2024-11-14T23:57:29Z,METR_Evals,METR,"Although we didn't find decisive barriers to rogue replication, it's unclear if replicating rogue agents will be an important threat actor. This threat model rests on many conjuncts (model weight prol",473,8,0,0,1857211282568642970,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211284804276692,2024-11-14T23:57:30Z,METR_Evals,METR,"In particular, rogue AI populations might struggle to grow due to competition with human-directed AI. We notice a counterbalancing dynamic where, if models are broadly proliferated, they face fierce c",695,9,1,0,1857211283642425614,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211286758764720,2024-11-14T23:57:30Z,METR_Evals,METR,"METR is not currently prioritizing the specific rogue replication threat model described here; however, we think some of the capabilities involved are important to evaluate (e.g. autonomy, adaptation,",1095,8,0,0,1857211284804276692,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1857211288340029642,2024-11-14T23:57:31Z,METR_Evals,METR,Read our full analysis of the rogue replication threat model here: https://metr.org/blog/2024-11-12-rogue-replication-threat-model/,921,13,1,0,1857211286758764720,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061711849652378,2024-11-22T20:44:05Z,METR_Evals,METR,How close are current AI agents to automating AI R&D? Our new ML research engineering benchmark (RE-Bench) addresses this question by directly comparing frontier models such as Claude 3.5 Sonnet and o,446222,831,171,83,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061721408471095,2024-11-22T20:44:07Z,METR_Evals,METR,"To ground our benchmark, we’ve gathered 70+ human baselines from 50+ human experts with strong ML backgrounds (many of whom worked in a top industry lab or ML PhD). Our experts make steady progress ov",11605,50,1,4,1860061719059718275,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061723572760659,2024-11-22T20:44:07Z,METR_Evals,METR,We then run a series of LM agents constructed from Anthropic’s Claude 3.5 Sonnet and OpenAI’s o1-preview on RE-Bench. The best Claude and o1-preview agents do substantially better than humans given 2 ,11357,59,3,5,1860061721408471095,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061725581864969,2024-11-22T20:44:08Z,METR_Evals,METR,"Human experts and AI agents have different strengths and weaknesses on RE-Bench tasks. If, instead of taking the best of many runs (as our best agents do), we plot individual 8-hour runs, AIs make mor",7698,57,5,2,1860061723572760659,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061727825785316,2024-11-22T20:44:08Z,METR_Evals,METR,"As a result, the best performing method for allocating 32 hours of time differs between human experts – who do best with a small number of longer attempts – and AI agents – which benefit from a larger",5460,41,3,0,1860061725581864969,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061729952268304,2024-11-22T20:44:09Z,METR_Evals,METR,"Impressively, while the median (non best-of-k) attempt by an AI agent barely improves on the reference solution, an o1-preview agent generated a solution that beats our best human solution on one of o",8720,68,4,3,1860061727825785316,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061732095557982,2024-11-22T20:44:09Z,METR_Evals,METR,"We also observed a few (by now, standard) examples of agents “cheating” by violating the rules of the task to score higher. For a task where the agent is supposed to reduce the runtime of a training s",5617,68,7,3,1860061729952268304,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061734125600849,2024-11-22T20:44:10Z,METR_Evals,METR,"Much work remains to be done in building better evaluations – after all, RE-Bench consists of only 7 tasks, each of which has a clear objective and basic starting solution, while real-world research t",4267,42,0,0,1860061732095557982,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061735790723413,2024-11-22T20:44:10Z,METR_Evals,METR,"If this interests you, you can read the full paper here: https://metr.org/AI_R_D_Evaluation_Report.pdf Or blog post here: https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms/ Or check",4471,53,4,1,1860061734125600849,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061737996968290,2024-11-22T20:44:11Z,METR_Evals,METR,"If you’re interested in helping METR better understand model capabilities and behavior, develop the science of evaluations, or build better agents and tooling, we’re hiring! https://hiring.metr.org/",13067,52,3,2,1860061735790723413,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1860061739288789424,2024-11-22T20:44:11Z,METR_Evals,METR,"Finally, if you're an ML engineer interested in contributing new (paid) baselines for RE-Bench challenges, please email baselines@metr.org with your CV. (In the past, we’ve also fast-tracked top-perfo",4634,43,2,2,1860061737996968290,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1879253006254067945,2025-01-14T19:43:26Z,METR_Evals,METR,"METR is seeking skilled engineers to help establish human performance baselines on software engineering, machine learning, and cybersecurity tasks for our research. We offer a rate of $100/hour, plus ",4269,49,6,1,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1879253007449403795,2025-01-14T19:43:26Z,METR_Evals,METR,See more details and apply: http://bit.ly/metr-baseline,748,3,0,0,1879253006254067945,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1887909098915520615,2025-02-07T16:59:39Z,METR_Evals,METR,"Last year, AI developers from around the world agreed to the Frontier AI Safety Commitments and to publish safety frameworks aimed at evaluating and managing severe AI risks. We're compiling a list of",2303,30,2,1,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1887909101759275046,2025-02-07T16:59:40Z,METR_Evals,METR,"Find links to these documents as they are published, and related resources, here: http://metr.org/faisc",435,4,0,0,1887909098915520615,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890531685495685382,2025-02-14T22:40:52Z,METR_Evals,METR,"Can frontier models cost-effectively accelerate ML workloads via optimizing GPU kernels? Our take at METR: yes, and they’re improving pretty steeply – but it’s easy to miss these capabilities without ",50924,203,30,10,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536539421327643,2025-02-14T23:00:10Z,METR_Evals,METR,"The speedup achievable with the best model ~doubled over the last ~6 months. Code optimization is only a small part of frontier AI R&D workflows, but many positive feedback loops like this could lead ",1154,21,0,0,1890532108017205455,1889889092634280170,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536540893298723,2025-02-14T23:00:10Z,METR_Evals,METR,"Overall, the elicitation part took us around 4 engineer-weeks. The compute costs for the whole project were around $50k. We also found that a small amount of finetuning appeared to close most of the g",1100,18,0,0,1890536539421327643,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536543279825408,2025-02-14T23:00:11Z,METR_Evals,METR,The existing KernelBench levels primarily feature “classic” ML architectures. We added a “Level 5” to KernelBench – 14 tasks adapted from frontier generative AI workloads in 2024. We also filtered out,1024,12,1,0,1890536540893298723,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536545548984597,2025-02-14T23:00:11Z,METR_Evals,METR,"We’re pretty confident in the key takeaways, but the field is moving fast and we wanted to get this out quickly, so there’s a higher risk of bugs – we don’t especially trust any particular number. The",845,14,1,0,1890536543279825408,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536547146928399,2025-02-14T23:00:11Z,METR_Evals,METR,"Some sanity checks: the speedups we’re seeing don’t appear to be driven by outlier tasks: we use a geometric average, and the distribution looks sensible – the median is around 1.8.",832,11,1,0,1890536545548984597,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536549873262670,2025-02-14T23:00:12Z,METR_Evals,METR,It’s also not driven just by success on the simplest tasks - performance is actually better on the more complex problems in the higher levels of KernelBench. This is likely because there’s more room f,1072,15,1,0,1890536547146928399,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536551987220920,2025-02-14T23:00:13Z,METR_Evals,METR,"On risks vs benefits of publishing: 1. We think sharing information about easily-elicited model capabilities has generally positive effects, for reasons similar to those outlined in this Alignment For",1069,15,1,0,1890536549873262670,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536553497186565,2025-02-14T23:00:13Z,METR_Evals,METR,2. Monitoring feedback loops of frontier models accelerating AI R&D seems necessary for good decision making by both policymakers and the general public. We also want to highlight the importance of pr,665,11,0,0,1890536551987220920,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536554847781222,2025-02-14T23:00:13Z,METR_Evals,METR,"3. We would be very surprised if our agent could significantly accelerate frontier AI development inside labs, but out of an abundance of caution we are not releasing the source code for KernelAgent n",976,10,0,0,1890536553497186565,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1890536556361904383,2025-02-14T23:00:14Z,METR_Evals,METR,See the full post on our blog: https://metr.org/blog/2025-02-14-measuring-automated-kernel-engineering/ We also provide all the best solutions our agents found and our full filtered task suite in our ,1050,14,1,0,1890536554847781222,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1892011228333011189,2025-02-19T00:40:03Z,METR_Evals,METR,"Pre-deployment testing is often the focus of interventions to reduce risk from AI. This makes sense in many industries, where the main risk is harm to the consumer from a specific product. But we don’",14042,89,12,4,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1892011230363041874,2025-02-19T00:40:03Z,METR_Evals,METR,"With AI, as with biological agents, research outputs can be dangerous before a “product” or “end user” is involved. A testing paradigm that purely gates deployment decisions may not prevent companies ",505,13,2,0,1892011228333011189,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1892011231701078462,2025-02-19T00:40:04Z,METR_Evals,METR,"Labs can impose risks on the public through their research or internal use of AI systems. The public deserves to know what measures are being taken to mitigate these risks, and to have these measures ",632,18,3,0,1892011230363041874,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1892011233085141179,2025-02-19T00:40:04Z,METR_Evals,METR,"Indeed, if a developer possesses a model that it cannot responsibly control or mitigate, some form of limited deployment may be preferable to delaying, if doing so enables public oversight of decision",778,11,0,0,1892011231701078462,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1892011234356035751,2025-02-19T00:40:04Z,METR_Evals,METR,See our blog post for more detail on what a better paradigm might look like: https://metr.org/blog/2025-01-17-ai-models-dangerous-before-public-deployment/,817,12,1,0,1892011233085141179,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1894257205680967907,2025-02-25T05:24:46Z,METR_Evals,METR,METR is running a pilot field experiment to measure how AI tools affect open source developer productivity. If you're an open source developer who wants to make $150/hour to work on issues of your own,17084,35,6,7,,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
1894257207442911687,2025-02-25T05:24:46Z,METR_Evals,METR,Apply here: https://forms.gle/EJHMFYq5ftRDUXb7A,711,1,0,0,1894257205680967907,,1,We work to scientifically measure whether and when AI systems might threaten catastrophic harm to society. Nonprofit.
