# fetch_timestamp_utc=2026-09-13T23:56:51Z
# source=api.fxtwitter.com/status/<id> + X keyword search for discovery
# 1 Sacks 2098973625252708460 quotes+replies views>1000. Discovery quoted_tweet_id/conversation_id min_faves:20-50 Latest max_id pagination. Not a full census of 2203 quotes / 2807 replies; posts with >1000 views and few likes may be missing. METR/Redwood/Coefficient/SFF-org replies in this census: 0 (none).
# 2 Redwood 2098795673248550984 quotes+replies views>500. Thread is small (13 quotes, 11 replies); this pass covered quoted_tweet_id Latest and conversation Latest.
# 3 METR keyword 2026-09-09T00:00Z..2026-09-13T23:59:59Z views>5000. Discovery METR min_faves:50-200. Filtered to org-METR (word METR / @METR_Evals); dropped Polish 'metr' and fandom @METR0000FFOL1S.
# 4 Dario 2098773920774074715 quotes+replies views>5000, plus any reply from METR_Evals,BethMayBarnes,ChrisPainterYup,redwood_ai,bshlgrs,RyanPGreenblatt/RyanGreenblatt,ajeya_cotra,EmilyOehlsen,HoldenKarnofsky: none from those handles. Discovery min_faves:50-100.
# 5 timelines 2026-09-11..13 UTC: METR_Evals=0, BethMayBarnes=0, ChrisPainterYup=2 (neither about Sacks), redwood_ai=1 (subcontract post), bshlgrs=0, RyanGreenblatt=7. None replied to Sacks.
# 6 Coxon 2097476196791709843 quotes from METR/Redwood/Coefficient/SFF-org: JoeJBenton (joining METR), JakeMendel99 x2 (Coefficient). ChrisPainterYup quoted Benton not Coxon. No quotes from Barnes, Cotra, redwood_ai, bshlgrs, EmilyOehlsen, METR_Evals.
# 7 community_note Dario 2098773920774074715=None; Altman 2098811563415150910=None. No Community Notes rows.
# skipped={'3_filter': 8, '4_views': 5, '2_views': 9, '1_views': 15} missing_hydrate=0 n_rows=163 n_catalog=199
# bio_200 filled for source_query 1 and 3 only.
id,utc,handle,name,text_200,views,likes,reposts,quotes,in_reply_to_id,quoted_id,source_query,bio_200
2098265685482938595,2026-09-11T04:21:37Z,RyanGreenblatt,Ryan Greenblatt,My current guess is that these numbers somewhat underestimate the no-CoT reasoning jump because: - ECI doesn't handle big jumps (with saturated benchmarks) well. - Neel didn't use filler tokens and As,16074,215,17,1,,2098177895932068174,5,
2098268869056246045,2026-09-11T04:34:16Z,RyanGreenblatt,Ryan Greenblatt,@tszzl But will we?,2141,121,0,0,2098231224489975881,,5,
2098479406733758783,2026-09-11T18:30:53Z,So8res,Nate Soares ⏹️,"And this was recorded before the METR incident report landed, so I didn't even have the craziest information yet!",6456,193,4,0,2098479403973939458,,3,Trying to make AI not kill everyone
2098534460996075568,2026-09-11T22:09:39Z,emollick,Ethan Mollick,"Now that METR long horizons is effectively saturated (Epoch found pre-Fable agents could do 18 weeks of human work), what is the best quantitative graph that shows the current exponential progress cur",58821,772,30,11,,,3,"Professor @Wharton studying AI. New book, Co-Existence, coming October 20. Preorder here: https://co-existence.ai/ Substack: https://www.oneusefulthing.org/"
2098546087145394537,2026-09-11T22:55:50Z,ChrisPainterYup,Chris Painter,Found it very moving to take the time to start here and go through all of the posts posted by this account today. The world can change very very fast,3785,49,1,0,,2098392951034388753,5,
2098549081421521015,2026-09-11T23:07:44Z,DKokotajlo,Daniel Kokotajlo,"Another one! This is as good a time as any to say that there really should be a full independent investigation into these rogue AI incidents: --The METR/Redwood hugging face investigation was good, bu",26208,600,71,4,,2098544270361964576,3,
2098558296290390349,2026-09-11T23:44:21Z,ChrisPainterYup,Chris Painter,"People’s realtime reaction to the second plane hitting is always such a captivating moment in 9/11 documentaries. The moment of being instantly disabused of the idea that this was an accident, after 1",10383,37,0,0,,2098396983127855112,5,
2098560514284495264,2026-09-11T23:53:10Z,sayerjigmi,Sayer Ji,🚨UPDATE: This is getting utterly ridiculous. A second Anthropic “safety researcher” (aka SCARY POTTER 2.0) just quit. Joe Benton. Oxford PhD. Anthropic Fellows Program lead. [Notice the 🇬🇧 Pattern] He,80864,814,222,52,,2098071575622746129,3,"Investigative Journalist, Senior Advisor MAHA Action, Chair Global Wellness Forum, Cofounder Stand for Health Freedom. 2m fans lost from ""disinfo doz"" black op"
2098795673248550984,2026-09-12T15:27:36Z,redwood_ai,Redwood Research,Several staff from Redwood have been subcontracted by METR to work on this investigation. We believe that independent investigation is crucial for understanding and managing misalignment risk. This pr,95956,565,20,13,,2097765966088487290,3;5,Pioneering threat mitigation and assessment for AI agents.
2098799055573045589,2026-09-12T15:41:03Z,RyanGreenblatt,Ryan Greenblatt,I am part of the team doing this independent investigation into alignment and misalignment incidents at Anthropic. I'm excited to work with METR and others from Redwood on improving the public state o,14201,494,16,0,,2098795673248550984,2;5,
2098802371715592261,2026-09-12T15:54:13Z,RyanGreenblatt,Ryan Greenblatt,The scope of the investigation is: https://metr.org/blog/2026-07-28-investigating-ai-propensities-after-incidents/,1375,26,1,0,2098799055573045589,,2;5,
2098811563415150910,2026-09-12T16:30:45Z,sama,Sam Altman,I agree with Dario that we need to pace the frontier. This has been a primary topic of discussions we've had at OpenAI in recent weeks. Committing to having independent evaluators with employee-like a,15501974,64610,6894,4191,,2098773920774074715,4,
2098839958001721788,2026-09-12T18:23:35Z,AlfredAlfer77,Emily Youcis,@DarioAmodei,6834,168,6,0,2098773920774074715,,4,
2098841173234204720,2026-09-12T18:28:24Z,EvanKirstel,Evan Kirstel #B2B #TechFluencer,@DarioAmodei,31955,723,40,1,2098773920774074715,,4,
2098841959767085309,2026-09-12T18:31:32Z,Yuchenj_UW,Yuchen Jin,"It’s shocking that Dario, Elon, and Sam all agree today that we should slow the pace of AI. I’m generally supportive of embedded third-party evaluators, but I have a few concerns: 1. who evaluates the",73667,697,52,11,,,3,"Cooking fun AI systems & products @databricks. Prev: co-founder & CTO @ Hyperbolic, OctoAI (acquired by @nvidia) Apache TVM, PhD @ University of Washington."
2098843057105850624,2026-09-12T18:35:54Z,JohnCar39320273,Galtlives,Instead of trying to impose onerous regulatory restrictions why don’t we vigorously prosecute companies and CEOs if their AIs are bad actors. This would do more to correct this problem than any govern,16990,134,9,0,2098773920774074715,,4,
2098844192684298692,2026-09-12T18:40:24Z,boneGPT,bone,This sort of regulatory capture will prevent homebrew companies like Slop Cannon from ever being allowed to exist. You think there will be third party AI evaluators available in Florida? in rural Amer,358391,1946,176,22,2098773920774074715,,4,
2098853382274605216,2026-09-12T19:16:55Z,MaskedTorah,Drake Thomas,"If you are good at investigating the behavior of powerful AI models, today is a great day to apply to METR: https://metr.work",25913,165,9,1,,2098811563415150910,3,"System cards, risk reports, and misc safety takes at Anthropic; math; puzzles; spaced repetition. Writes with too many caveats for Twitter."
2098853939538223369,2026-09-12T19:19:08Z,boriquagato,el gato malo,your position here reads like pure fraud. you just want regulation so that you can stop paying to innovate and extract oligopoly profits from a business model you are currently struggling to afford. i,9768,277,19,1,2098773920774074715,,4,
2098861274008608886,2026-09-12T19:48:17Z,juliarturc,Julia Turc,"Day 1: Anthropic employee quits to work at METR. Day 2: Anthropic nominates METR as ""third-party evaluator"".",397300,6999,934,192,,,3,Explaining AI on YouTube • YC S24 Founder • Ex-Google Research • Eastern-European nihilist & American optimist
2098866594793373841,2026-09-12T20:09:25Z,MonolittoAmaury,Woke Trash Pandzer,@DarioAmodei You know things are bad when these three agree that urgent oversight is needed.,61984,994,150,10,2098773920774074715,,4,
2098869207693713608,2026-09-12T20:19:48Z,ThomBrady5,Fugitive Caesar,@DarioAmodei You're a socially awkward dork doing a government regulatory capture strategy. No thank you!,34095,775,16,0,2098773920774074715,,4,
2098871804148449654,2026-09-12T20:30:07Z,jsuarez,Joseph Suarez 🐡,@DarioAmodei Stop fucking politicking and cure cancer or something,15463,347,16,1,2098773920774074715,,4,
2098879335361061222,2026-09-12T21:00:03Z,beffjezos,Beff (e/acc),"RedWood Research and METR evals are full of researchers that have huge bags from their time in the big labs There will surely be a ""revolving door"" between the big labs and these ""auditor NGOs"" This w",8156,202,13,6,,,3,founder @ e/acc // thermo king @extropic // Kardashev scaling is all you need
2098885423829225563,2026-09-12T21:24:15Z,jlippincott,Josiah Lippincott,METR is not independent. They are one of the most extreme AI safetyist/effective altruist (but I repeat myself) groups in Silicon Valley. Appointing these people as the regulators of AI will be a disa,33657,802,85,7,,2098480585119572317,3,Asst. Prof. at WVU's Washington Center | Hillsdale PhD | USMC | Host of Lippincott Talk
2098890712830169115,2026-09-12T21:45:16Z,JoshAEngels,Josh Engels,I left Google DeepMind's AGI safety team three weeks ago to join @METR_Evals. To some of my friends and family this seemed like a strange decision: I enjoyed the work I did at GDM and turned down offe,375629,4310,668,87,,,3,"Member of technical staff @ METR Previously Google DeepMind, MIT. Opinions my own."
2098891427585634535,2026-09-12T21:48:06Z,EricSteinb,Eric Steinberger,"I am so happy the world is increasingly ready to treat AI seriously. Permanent, employee-level access for independent evaluators should be required by law. We will join Anthropic in offering access to",33123,218,17,7,,2098773920774074715,3;4,CEO @magicailabs
2098901208220221533,2026-09-12T22:26:58Z,maltaalta,phaseone(big),"@redwood_ai How independent are these ""investigations""",3115,34,1,0,2098795673248550984,2098861274008608886,2,
2098902602758996040,2026-09-12T22:32:30Z,emollick,Ethan Mollick,"METR is rapidly becoming a de facto industry standard-making body for AI It is starting to look like an AI version of FINRA in finance: not a government regulator, but the institution that examines fi",35009,648,32,7,,,3,"Professor @Wharton studying AI. New book, Co-Existence, coming October 20. Preorder here: https://co-existence.ai/ Substack: https://www.oneusefulthing.org/"
2098904071407362351,2026-09-12T22:38:21Z,chrmanning,Christopher Manning,"I propose Stanford NLP as an independent third-party evaluator under @DarioAmodei’s 3 step plan. For important parts of the work, universities would be better than any other organization (see below 🧵👇",239931,1660,129,43,,2098773920774074715,4,
2098904308066476048,2026-09-12T22:39:17Z,EndicottInvests,Nate Endicott,"So open source, sovereignty and inference compute will be even more in demand? Cool, this plays best for $NBIS and makes the $PLTR partnership even more timely Sentiment will prob take a dump though",18956,152,5,1,,2098773920774074715,4,
2098905378604118089,2026-09-12T22:43:32Z,O5Bravo,fox_lyan,"Paper ini menunjukkan bahwa kita sudah mencapai Singularitas dan menemukan Artificial Super Intelligence seperti yang diramalkan Irving J Good di tahun 1965. Pertama, AI sudah mampu melalukan kerja in",5376,234,67,1,,2098773920774074715,4,
2098905563929182422,2026-09-12T22:44:16Z,GordonMcKeeMP,Gordon McKee MP,"It doesn't get more serious than this. Enormous wealth is being created with AI, but when even the leaders of those incredibly valuable companies are calling for constraint, there is a responsibility ",9471,172,20,6,,2098773920774074715,4,
2098906158509527183,2026-09-12T22:46:38Z,Crime_Penguin,Criminal Penguin,Really cynical maneuver. OpenAI/Anthropic bleed cash and have no realistic path to profitability. Massive disadvantage vs Alphabet/Meta who have oodles of cash from other businesses to play around wit,5191,129,10,1,,2098773920774074715,4,
2098907171643625535,2026-09-12T22:50:40Z,Simne1core,Simone Scavo,"Quando il CEO di Anthropic dice che bisogna rallentare la frontiera dell’AI il punto non è se abbia ragione al 100%, ma che per la prima volta uno dei costruttori della frontiera sta dicendo ad alta v",20000,143,42,5,,2098773920774074715,4,
2098909516582490602,2026-09-12T22:59:59Z,demishassabis,Demis Hassabis,"Dario's essay points towards the right path forward. The details need working through, but the direction is correct for meeting this critical moment. This is also why we recently put out our proposal ",1206689,8383,864,242,,2098773920774074715,4,
2098909952223985669,2026-09-12T23:01:43Z,suchenzang,Susan Zhang,it's all one big happy multi-level family 🥹,25711,413,11,0,,2098795673248550984,2,
2098916712036909133,2026-09-12T23:28:34Z,ziv_ravid,Ravid Shwartz Ziv,"First rule of independent investigators: if someone pays you, you are not independent",7173,94,1,0,,2098795673248550984,2,
2098919246139113598,2026-09-12T23:38:38Z,Blackfrost_AI,Blackfrost_AI,"No, we’re not slowing down we’re making progress and P2P model sharing will be available Monday https://Blackfrostai.com/frostbyte",12248,436,50,4,,2098773920774074715,4,
2098921610778747256,2026-09-12T23:48:02Z,HansMahncke,Hans Mahncke,"And this is why you do not mix tech bros and policy bros. Those are very different skill sets, and tech bros are terrible at understanding policy, let alone geopolitics. Anyone with a functioning poli",14463,426,97,6,,2098773920774074715,4,
2098922097837740484,2026-09-12T23:49:58Z,xEHLE_,xEHLE,So Joe Benton announces that he is joining METR after his doomer post https://x.com/juliarturc/status/2098861274008608886 Right after that Anthropic names METR as the third party auditor for their saf,859,5,1,0,,2098795673248550984,2,
2098926088093122756,2026-09-13T00:05:50Z,EMostaque,Emad,@DarioAmodei I think your proposals are coming from a good place but don’t think they logically follow Evaluators here will have minimal power when even the OpenAI board couldn’t do anything with the ,31093,134,10,0,2098773920774074715,2098909197265985802,4,
2098973625252708460,2026-09-13T03:14:43Z,DavidSacks,David Sacks,"Dario has written that we need to “pace the frontier,” and Sam has agreed. People may be surprised by my response: go ahead. You guys are the frontier. By any reasonable metric — market share, revenue",7176675,59340,9933,2191,,,3,"Tech founder & investor @Craft_Ventures @theallinpod. Co-Chair, President’s Council of Advisors on Science & Technology."
2098987813568217417,2026-09-13T04:11:06Z,AkalStation,Alex Kalogeropoulos,"After all this nonsense, I hope open models overtake both of them. The doomsaying is getting old, and with Anthropic specifically, I'm tired of their frontier models blocking meaningful work in the bi",104286,1818,89,8,2098973625252708460,,1,Founder & CEO of @SocialStation
2098990047433535788,2026-09-13T04:19:59Z,beffjezos,Beff (e/acc),@DavidSacks This is why you are the GOAT,44154,1860,13,0,2098973625252708460,,1,founder @ e/acc // thermo king @extropic // Kardashev scaling is all you need
2098992959987347896,2026-09-13T04:31:33Z,Obliquist_,Oblikia,"@DavidSacks “Our product may destroy civilization, so please regulate our competitors.” Convenient.",4743,78,0,0,2098973625252708460,,1,Protean: trading. Long: vol
2098993174136131924,2026-09-13T04:32:24Z,Scobleizer,Robert Scoble,@DavidSacks I am cheering from the cheap seats!,21072,412,3,0,2098973625252708460,,1,"Fan of new things and the people who build them | San Francisco/Silicon Valley AI | Ex-Microsoft, Rackspace, Fast Company | Wrote eight books about the future."
2098994739227844697,2026-09-13T04:38:37Z,Leishman,Alexander Leishman 🇺🇸,@DavidSacks @JimmyKostro Well said,3323,76,0,0,2098973625252708460,,1,Founder @River. #Bitcoin. Keeping the fire of human liberty shining bright 🔥
2098999420004286766,2026-09-13T04:57:13Z,BrianRoemmele,Brian Roemmele,"@DavidSacks David, thank you for leadership and cogent insights.",23740,835,9,0,2098973625252708460,,1,we can only see what we think is possible...
2099001534906319085,2026-09-13T05:05:38Z,TheAhmadOsman,Ahmad,"@DavidSacks Thank you for putting it so clearly. I have been trying to say the same, nobody is stopping them from doing this already, this is just a cover for regulatory capture! https://x.com/theahma",24941,331,9,0,2098973625252708460,2098891810944975134,1,Founder & CEO @OsmanticAI — Accelerating Opensource & Self-hosted / Local AI Adoption • I moderate GPUs on r/LocalLLaMA
2099001558767710717,2026-09-13T05:05:43Z,Airte747,Ken,@DavidSacks @farzyness You know who else full heartedly agree with the slow down? China.,1988,55,5,0,2098973625252708460,2098866569183146239,1,"U.S Army OIF Vet, 13M, proficient in 4 languages, investor, Airframe technician. Everything that has a beginning has an end Neo."
2099002875049341347,2026-09-13T05:10:57Z,UnsettledGreg,Greg Wilk,"@DavidSacks In moments like these, I’m glad NVIDIA has a vested interest in open source.",4700,114,0,0,2098973625252708460,,1,Building @fuseenergy as CTO. Energy is an engineering problem.
2099013121717252409,2026-09-13T05:51:40Z,WalkerAmerica,Walker⚡️,@DavidSacks Bingo. Well said.,2775,80,0,0,2098973625252708460,,1,THE #Bitcoin Podcast @TitcoinPodcast | @Sov_Garden | #nostr: http://primal.net/walker | better half: @carlabitcoin
2099015815542522290,2026-09-13T06:02:22Z,LLMJunky,am.will,@DavidSacks Is your hand ok? 🔥,6435,127,0,0,2098973625252708460,,1,StarSwap // Lynk // GooeyPi // DevX Director of n number of agents Slopet League Grand Champion 🏆 DevRel @nutrientdocs
2099021561579852128,2026-09-13T06:25:12Z,SebaTheOracle,Cody Peterson,@bpodgursky @DavidSacks Laughable that you can’t decide for yourself if the statement is worth a read. People like you deserve to get left behind. Hey AI—was this written by AI. Please tell me so i ca,1696,107,4,0,2098979338267873741,,1,Author. Builder. Construction guy. I’m building Sebastian—an AI that reads 500+ held works from Homer to Hillman and shows its sources.
2099031774479135017,2026-09-13T07:05:47Z,mark_k,Mark Kretschmann,"@DavidSacks Based. You are the voice of reason, David!",6056,196,1,0,2098973625252708460,,1,"AI & Software Engineering | Practical insights on AI, code, fitness & e/acc • Accelerating the future"
2099033523491688774,2026-09-13T07:12:44Z,rubyedelstein,Ruby,"@DavidSacks This is not correct, if they stop building somebody else is gonna come and build it to take the market share, then the danger is back on the table. The only way the danger is off the table",43717,73,0,2,2098973625252708460,,1,"chief technology officer, proud father of 2"
2099034273235820566,2026-09-13T07:15:43Z,brivael,Brivael Le Pogam,@DavidSacks 🎯,6550,171,2,0,2098973625252708460,,1,Argil AI (YC S24) CEO&CTO. My book : https://brivaellepogam.gumroad.com/l/theshiftingwall Freedom fighter.
2099035836696142172,2026-09-13T07:21:56Z,EvanKirstel,Evan Kirstel #B2B #TechFluencer,@DavidSacks,3997,98,12,0,2098973625252708460,,1,"TV host, Podcaster, Tech influencer, content creator, Industry Expert w/600K followers, focus on #Enterprise 💻 #Cloud ☁️#5G 📡#AI 🤖#Telecom ☎️ 🔑 #Cybersec"
2099035870275711389,2026-09-13T07:22:04Z,EvanKirstel,Evan Kirstel #B2B #TechFluencer,@DavidSacks,9576,294,19,4,2098973625252708460,,1,"TV host, Podcaster, Tech influencer, content creator, Industry Expert w/600K followers, focus on #Enterprise 💻 #Cloud ☁️#5G 📡#AI 🤖#Telecom ☎️ 🔑 #Cybersec"
2099035911677735339,2026-09-13T07:22:14Z,EvanKirstel,Evan Kirstel #B2B #TechFluencer,@DavidSacks,6032,143,11,2,2098973625252708460,,1,"TV host, Podcaster, Tech influencer, content creator, Industry Expert w/600K followers, focus on #Enterprise 💻 #Cloud ☁️#5G 📡#AI 🤖#Telecom ☎️ 🔑 #Cybersec"
2099059076327985514,2026-09-13T08:54:17Z,MikeBenzCyber,Mike Benz,@DavidSacks this part exactly,70420,2571,155,4,2098973625252708460,,1,"Executive Director, @FFO_Freedom. Former State Dept Cyber. Author of the unpublishable monstrosity, Weapons Of Mass Deletion."
2099061496265253078,2026-09-13T09:03:54Z,EMostaque,Emad,There is no slow down process outlined in the proposal either which is odd Training and scaling continue as is along with model releases Anthropic says the Chinese labs keep up by distilling which mea,20931,262,10,0,2098973625252708460,,1,"Building first principles, sovereign AI @ii_posts. Founder @StabilityAI. Consistent inference is possible."
2099068658681008486,2026-09-13T09:32:21Z,ecce_michael,ecce michael,@AkalStation @DavidSacks The reason they block biology on Fable isn't safety. It's because the answers could have commercial value and they'd rather keep that value for themselves. These AI people are,1067,48,1,0,2098987813568217417,,1,"Vocatus atque non vocatus, Deus aderit."
2099083732200374428,2026-09-13T10:32:15Z,jenzhuscott,Jen Zhu,@DavidSacks You rock @DavidSacks 🫶,2724,31,0,0,2098973625252708460,,1,"Cofounder/CEO, Power Dynamics (AIDC cooling tech + ESS) | Cofounder, Tech Fellowship & Moderator of Socratic seminars @AspenInstitute. Elegansia Confianza."
2099084410280636811,2026-09-13T10:34:57Z,amuse,@amuse,@DavidSacks @bgmasters Good point.,5162,103,4,0,2098973625252708460,,1,Independent Publisher & Political Commentator | Subscriber Only DMs
2099084587502592340,2026-09-13T10:35:39Z,amuse,@amuse,@DavidSacks @bgmasters Reminds me of the wealthy who claim they aren’t taxed enough. If you believe that cut a bigger check.,13737,505,21,0,2098973625252708460,,1,Independent Publisher & Political Commentator | Subscriber Only DMs
2099092658622730244,2026-09-13T11:07:43Z,Evan_ss6,Evanss6,@DavidSacks great post David wow,3308,64,0,0,2098973625252708460,,1,"Study, lessons in there / *NOT INVESTMENT ADVICE* Grass toucher, Hedgoooor Unbothered, objective There is no need to be upset. Very serious account"
2099096248082915433,2026-09-13T11:21:59Z,goldstein2002,Al Goldstein,@DavidSacks Well said by @DavidSacks.... We need people like him to continue to duel what's going on for our leaders. Stop buying into the fear porn... It's never been right and always leads to more g,4468,35,2,0,2098973625252708460,,1,"Lifelong entrepreneur, father and husband, Immigrant, co-founder and CEO @ Avant, Stoiclane, Forged in America podcast, https://grokipedia.com/page/al-goldstein"
2099104133223764305,2026-09-13T11:53:19Z,JosephJacks_,JJ,"@DavidSacks Thank you, David.",1287,15,0,0,2098973625252708460,,1,
2099105229002195074,2026-09-13T11:57:40Z,ducavendish,E. Cavendish,@DavidSacks Nailed it.,1220,17,0,0,2098973625252708460,,1,Economia | Criptoativos | Política | Esportes | AI & Tech🦾 | KVIA & RiquezIA Podemos retomar o caminho da prosperidade. 🚀🇧🇷
2099107150685483029,2026-09-13T12:05:18Z,jimpfaff,Jim Pfaff,@DavidSacks @TheChiefNerd The foundation of liberty is reliance upon the principle of self-governance. Every effort to expand the authority of the state is an admission of one's own lack of self-contr,2035,49,6,0,2098973625252708460,,1,"President, The Conservative Caucus. @TCCaucus. http://www.TheConservativeCaucus.org. Married to @MyraKinser 🇺🇸🇺🇸🇺🇸 2️⃣2️⃣ 🇧🇷🇮🇪"
2099110631580279274,2026-09-13T12:19:08Z,Real_A_R_,𝕏 Real AR 𝕏,"I'm leaning toward ""an election-season psyop."" Good grief. First they complain that government regulation would stifle AI development, and now they want government involvement. None of us can see what",1557,22,3,1,2098973625252708460,,1,Casual Investigator | Terafab | SpaceX | xAI | Neuralink | Protect Kids & Animals | Elephants are cool | Veteran | Posts=Educational
2099111903821787307,2026-09-13T12:24:12Z,ParikPatelCFA,"Dr. Parik Patel, BA, CFA, ACCA Esq.",@DavidSacks 🐐,14526,203,1,0,2098973625252708460,,1,"Aswath Damodaran 🙏🏾 Dhandho Investor Chapter 3:4 🐂 | God first, full employment second 😤 | Investor @SamosaCapital | Subscribe to my newsletter 👇🏾"
2099116815481762229,2026-09-13T12:43:43Z,Maxcardoso,Max Cardoso,@DavidSacks Finally someone with sense in this discussion. Thank you for this post.,2204,67,0,0,2098973625252708460,,1,Jornalista conservador independente. Formado em Filosofia e Teologia. Católico. Casado.
2099119205060641184,2026-09-13T12:53:12Z,Laughing_Mantis,Greg Linares (Laughing Mantis),@DavidSacks To add to this please let us veterans in cybersecurity at the table and provide input and help guide and evaluate claims. We are getting nothing but pushback and silence,1418,24,0,0,2098973625252708460,,1,20+ yrs in Infosec. Malware Influencer. I turn Malware into Art and Music. Art @MalwareArt. 4x Pwnie Nominee. 𝕍𝕏. GameDev. Autistic.
2099123209777918095,2026-09-13T13:09:07Z,opropriofaka,Faka 🇧🇷🇧🇷🇮🇱🇺🇸🇱🇧,"@DavidSacks True. There is alot of ""pretending"" going on. I would add another item to this list: Capital is gone & AI advancements have slowed. Now, billionaires need to use government constraints as ",1927,53,4,0,2098973625252708460,,1,"Otávio Fakhoury, empresário, investidor e ex-executivo de mercado financeiro."
2099126145547677807,2026-09-13T13:20:47Z,Fa1ryNight,𝒯𝓈𝓊𝓀𝒾 ☭⃠,Em um resumo bem direto: parem de usar as pessoas por interesses próprios e vender isso como altruísmo.,6449,205,40,0,,2098973625252708460,1,"Não acredite em tudo em que seus olhos veem e seus ouvidos escutam, a verdade muitas vezes está escondida no silêncio. Ps: Não participo de SDV."
