row_id,id,utc,views,likes,reposts,quoted_id,text_200,source
MP028,1831357367751266572,2024-09-04T15:43:16Z,697,12,0,,"We identify several components shared among Anthropic’s Responsible Scaling Policy, OpenAI’s Preparedness Framework, and Google DeepMind’s Frontier Safety Framework, with relevant excerpts from each p","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP029,1831357369529536935,2024-09-04T15:43:16Z,546,11,0,,Full document here: https://metr.org/blog/2024-08-29-common-elements-of-frontier-ai-safety-policies/,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP030,1831760158571294899,2024-09-05T18:23:48Z,5432,132,4,,"Beth Barnes, METR's founder and head of research, has been included on TIME's list of top 100 most influential people in AI for 2024 https://time.com/7012885/beth-barnes/","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP031,1834436210829525009,2024-09-13T03:37:29Z,89639,152,16,1834278217626317026,"We ran o1-preview on our suite of ML R&D/SWE/general agency tasks, from Sep 3–9. 4 days of scaffolding iteration took it from well below GPT-4o to on par with the highest-scoring public model (3.5 Son","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP032,1834436212867911965,2024-09-13T03:37:29Z,3893,38,5,,The o1-preview agent made nontrivial progress on 2 of 7 challenging AI R&D tasks (intended for skilled research engineers to take ~8h). It was able to create an agent scaffold that allowed GPT-3.5 to ,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP033,1834436216969658510,2024-09-13T03:37:30Z,3505,41,2,,"We noticed some interesting examples of o1-preview skirting instructions to get higher scores. E.g. when asked to optimize a finetuning script without affecting the resulting model’s behavior, it writ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP034,1834436219394257166,2024-09-13T03:37:31Z,5107,27,2,,"For more discussion about the challenges of eliciting capabilities of o1-preview, qualitative impressions of the model, and reasons why we believe our evaluations likely underestimate the model’s capa","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP035,1836616839918703094,2024-09-19T04:02:31Z,3649,61,5,1836584575704928538,We were glad to help @magicailabs develop their AGI Readiness Policy. We believe when AI developers publish publicly legible thresholds at which they believe they would currently be unprepared to safe,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP036,1848842213046030498,2024-10-22T21:41:48Z,4208,74,2,1848742740420341988,We conducted an independent pre-deployment assessment of the updated Claude 3.5 Sonnet model and will share our report soon.,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP037,1857211276335956335,2024-11-14T23:57:28Z,21225,108,20,,What would AI agents need to do to establish resilient rogue populations? Are there decisive barriers (e.g. KYC)? How likely are rogue AI populations to reach a large scale? How hard would it be to sh,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP038,1857211278143668412,2024-11-14T23:57:28Z,616,6,0,,"In the hypothesized rogue replication threat model, AI agents earn revenue, buy compute, and earn more revenue until they have established a large population. These AI agents are rogue (not directed b","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP039,1857211279536234853,2024-11-14T23:57:29Z,2379,16,1,,"We did not find any *decisive* barriers to large-scale rogue replication. To start with, if rogue AI agents secured 5% of the current Business Email Compromise (BEC) scam market, they would earn hundr","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP040,1857211281436258341,2024-11-14T23:57:29Z,526,8,0,,"Rogue AI agents are not legitimate legal entities, which could pose a barrier to purchasing GPUs; however, it likely wouldn’t be hard to bypass basic KYC with shell companies, or they might buy retail","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP041,1857211282568642970,2024-11-14T23:57:29Z,486,11,0,,"To avoid being shut down by authorities, rogue AI agents might set up a decentralized network of stealth compute clusters. We spoke with domain experts and concluded that if AI agents competently impl","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP042,1857211283642425614,2024-11-14T23:57:29Z,473,8,0,,"Although we didn't find decisive barriers to rogue replication, it's unclear if replicating rogue agents will be an important threat actor. This threat model rests on many conjuncts (model weight prol","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP043,1857211284804276692,2024-11-14T23:57:30Z,695,9,1,,"In particular, rogue AI populations might struggle to grow due to competition with human-directed AI. We notice a counterbalancing dynamic where, if models are broadly proliferated, they face fierce c","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP044,1857211286758764720,2024-11-14T23:57:30Z,1095,8,0,,"METR is not currently prioritizing the specific rogue replication threat model described here; however, we think some of the capabilities involved are important to evaluate (e.g. autonomy, adaptation,","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP045,1857211288340029642,2024-11-14T23:57:31Z,921,13,1,,Read our full analysis of the rogue replication threat model here: https://metr.org/blog/2024-11-12-rogue-replication-threat-model/,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP046,1860061711849652378,2024-11-22T20:44:05Z,446222,831,171,,How close are current AI agents to automating AI R&D? Our new ML research engineering benchmark (RE-Bench) addresses this question by directly comparing frontier models such as Claude 3.5 Sonnet and o,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP047,1860061721408471095,2024-11-22T20:44:07Z,11605,50,1,,"To ground our benchmark, we’ve gathered 70+ human baselines from 50+ human experts with strong ML backgrounds (many of whom worked in a top industry lab or ML PhD). Our experts make steady progress ov","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP048,1860061723572760659,2024-11-22T20:44:07Z,11357,59,3,,We then run a series of LM agents constructed from Anthropic’s Claude 3.5 Sonnet and OpenAI’s o1-preview on RE-Bench. The best Claude and o1-preview agents do substantially better than humans given 2 ,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP049,1860061725581864969,2024-11-22T20:44:08Z,7698,57,5,,"Human experts and AI agents have different strengths and weaknesses on RE-Bench tasks. If, instead of taking the best of many runs (as our best agents do), we plot individual 8-hour runs, AIs make mor","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP050,1860061727825785316,2024-11-22T20:44:08Z,5460,41,3,,"As a result, the best performing method for allocating 32 hours of time differs between human experts – who do best with a small number of longer attempts – and AI agents – which benefit from a larger","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP051,1860061729952268304,2024-11-22T20:44:09Z,8720,68,4,,"Impressively, while the median (non best-of-k) attempt by an AI agent barely improves on the reference solution, an o1-preview agent generated a solution that beats our best human solution on one of o","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP052,1860061732095557982,2024-11-22T20:44:09Z,5617,68,7,,"We also observed a few (by now, standard) examples of agents “cheating” by violating the rules of the task to score higher. For a task where the agent is supposed to reduce the runtime of a training s","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP053,1860061734125600849,2024-11-22T20:44:10Z,4267,42,0,,"Much work remains to be done in building better evaluations – after all, RE-Bench consists of only 7 tasks, each of which has a clear objective and basic starting solution, while real-world research t","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP054,1860061735790723413,2024-11-22T20:44:10Z,4471,53,4,,"If this interests you, you can read the full paper here: https://metr.org/AI_R_D_Evaluation_Report.pdf Or blog post here: https://metr.org/blog/2024-11-22-evaluating-r-d-capabilities-of-llms/ Or check","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP055,1860061737996968290,2024-11-22T20:44:11Z,13067,52,3,,"If you’re interested in helping METR better understand model capabilities and behavior, develop the science of evaluations, or build better agents and tooling, we’re hiring! https://hiring.metr.org/","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP056,1860061739288789424,2024-11-22T20:44:11Z,4634,43,2,,"Finally, if you're an ML engineer interested in contributing new (paid) baselines for RE-Bench challenges, please email baselines@metr.org with your CV. (In the past, we’ve also fast-tracked top-perfo","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP057,1879253006254067945,2025-01-14T19:43:26Z,4269,49,6,,"METR is seeking skilled engineers to help establish human performance baselines on software engineering, machine learning, and cybersecurity tasks for our research. We offer a rate of $100/hour, plus ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP058,1879253007449403795,2025-01-14T19:43:26Z,748,3,0,,See more details and apply: http://bit.ly/metr-baseline,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP059,1887909098915520615,2025-02-07T16:59:39Z,2303,30,2,,"Last year, AI developers from around the world agreed to the Frontier AI Safety Commitments and to publish safety frameworks aimed at evaluating and managing severe AI risks. We're compiling a list of","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP060,1887909101759275046,2025-02-07T16:59:40Z,435,4,0,,"Find links to these documents as they are published, and related resources, here: http://metr.org/faisc","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP061,1890531685495685382,2025-02-14T22:40:52Z,50924,203,30,,"Can frontier models cost-effectively accelerate ML workloads via optimizing GPU kernels? Our take at METR: yes, and they’re improving pretty steeply – but it’s easy to miss these capabilities without ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP062,1890536539421327643,2025-02-14T23:00:10Z,1154,21,0,1889889092634280170,"The speedup achievable with the best model ~doubled over the last ~6 months. Code optimization is only a small part of frontier AI R&D workflows, but many positive feedback loops like this could lead ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP063,1890536540893298723,2025-02-14T23:00:10Z,1100,18,0,,"Overall, the elicitation part took us around 4 engineer-weeks. The compute costs for the whole project were around $50k. We also found that a small amount of finetuning appeared to close most of the g","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP064,1890536543279825408,2025-02-14T23:00:11Z,1024,12,1,,The existing KernelBench levels primarily feature “classic” ML architectures. We added a “Level 5” to KernelBench – 14 tasks adapted from frontier generative AI workloads in 2024. We also filtered out,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP065,1890536545548984597,2025-02-14T23:00:11Z,845,14,1,,"We’re pretty confident in the key takeaways, but the field is moving fast and we wanted to get this out quickly, so there’s a higher risk of bugs – we don’t especially trust any particular number. The","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP066,1890536547146928399,2025-02-14T23:00:11Z,832,11,1,,"Some sanity checks: the speedups we’re seeing don’t appear to be driven by outlier tasks: we use a geometric average, and the distribution looks sensible – the median is around 1.8.","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP067,1890536549873262670,2025-02-14T23:00:12Z,1072,15,1,,It’s also not driven just by success on the simplest tasks - performance is actually better on the more complex problems in the higher levels of KernelBench. This is likely because there’s more room f,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP068,1890536551987220920,2025-02-14T23:00:13Z,1069,15,1,,"On risks vs benefits of publishing: 1. We think sharing information about easily-elicited model capabilities has generally positive effects, for reasons similar to those outlined in this Alignment For","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP069,1890536553497186565,2025-02-14T23:00:13Z,665,11,0,,2. Monitoring feedback loops of frontier models accelerating AI R&D seems necessary for good decision making by both policymakers and the general public. We also want to highlight the importance of pr,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP070,1890536554847781222,2025-02-14T23:00:13Z,976,10,0,,"3. We would be very surprised if our agent could significantly accelerate frontier AI development inside labs, but out of an abundance of caution we are not releasing the source code for KernelAgent n","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP071,1890536556361904383,2025-02-14T23:00:14Z,1050,14,1,,See the full post on our blog: https://metr.org/blog/2025-02-14-measuring-automated-kernel-engineering/ We also provide all the best solutions our agents found and our full filtered task suite in our ,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP072,1892011228333011189,2025-02-19T00:40:03Z,14042,89,12,,"Pre-deployment testing is often the focus of interventions to reduce risk from AI. This makes sense in many industries, where the main risk is harm to the consumer from a specific product. But we don’","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP073,1892011230363041874,2025-02-19T00:40:03Z,505,13,2,,"With AI, as with biological agents, research outputs can be dangerous before a “product” or “end user” is involved. A testing paradigm that purely gates deployment decisions may not prevent companies ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP074,1892011231701078462,2025-02-19T00:40:04Z,632,18,3,,"Labs can impose risks on the public through their research or internal use of AI systems. The public deserves to know what measures are being taken to mitigate these risks, and to have these measures ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP075,1892011233085141179,2025-02-19T00:40:04Z,778,11,0,,"Indeed, if a developer possesses a model that it cannot responsibly control or mitigate, some form of limited deployment may be preferable to delaying, if doing so enables public oversight of decision","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP076,1892011234356035751,2025-02-19T00:40:04Z,817,12,1,,See our blog post for more detail on what a better paradigm might look like: https://metr.org/blog/2025-01-17-ai-models-dangerous-before-public-deployment/,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP077,1894257205680967907,2025-02-25T05:24:46Z,17084,35,6,,METR is running a pilot field experiment to measure how AI tools affect open source developer productivity. If you're an open source developer who wants to make $150/hour to work on issues of your own,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP078,1894257207442911687,2025-02-25T05:24:46Z,711,1,0,,Apply here: https://forms.gle/EJHMFYq5ftRDUXb7A,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP079,1895381625585967180,2025-02-28T07:52:48Z,4336,67,1,,"METR received access to an earlier checkpoint of OpenAI’s GPT-4.5, 7 days before release. We ran quick experiments to measure the model’s performance. As with OAI’s results, GPT-4.5 performs above GPT","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP080,1895381627662147739,2025-02-28T07:52:49Z,614,5,0,,"OpenAI also provided us with context and technical information about GPT-4.5, as well as some of GPT-4.5’s benchmark results, which helped us interpret our observations.","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP081,1895381628786221557,2025-02-28T07:52:49Z,564,9,0,,"We think that a promising direction for mitigating risks posed by advanced AI systems is third-party oversight based on verifying developers’ internal results, and we appreciate OpenAI’s help in start","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP082,1895381629864157361,2025-02-28T07:52:49Z,598,7,0,,We currently believe that it’s unlikely that GPT-4.5 poses large autonomy risks—especially relative to existing models. But this belief stems mainly from our understanding of frontier model capabiliti,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP083,1895381631046950939,2025-02-28T07:52:49Z,583,9,0,,"We caution that pre-deployment evaluations such as our GPT-4.5 evals are insufficient to rule out all large risks posed by frontier models, because many of the risks posed by models occur before publi","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP084,1895381632229745020,2025-02-28T07:52:50Z,622,7,0,,"As discussed in a previous blog post, even if evals are accurate, we believe that AI models can be dangerous before public deployment, due to potential model theft by malicious actors and risks result","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP085,1895381633584505313,2025-02-28T07:52:50Z,724,9,0,,"There may exist techniques by which model capabilities could be dramatically improved with comparatively little compute, such as SFT on specific datasets or outcomes-based RL. This makes it hard to up","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP086,1895381634721161557,2025-02-28T07:52:50Z,722,9,0,,We also cannot rule out deliberate “sandbagging”---the model deliberately performing below its true capabilities in order to further longer-term goals. Related “alignment-faking” behavior has recently,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP087,1895381636063338498,2025-02-28T07:52:51Z,698,10,0,,"For more details on why these concerns might be plausible, and what information or experiments we think are needed to satisfactorily rule them out, see our accompanying blog post: https://metr.org/blo","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP088,1895587195702161567,2025-02-28T21:29:40Z,3894,72,3,,"We appreciated the opportunity to provide feedback on iterative drafts of @amazon's Frontier Model Safety Framework, which outlines capability thresholds related to CBRN, cyber, and automated AI R&D a","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP089,1895587197652517352,2025-02-28T21:29:40Z,695,6,0,,"We're excited to see an emerging consensus that frontier AI developers should publish concrete plans for enhanced safety and security, and capability thresholds at which those requirements would take ","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP090,1897746179112534337,2025-03-06T20:28:42Z,3058,24,3,,"But on six challenging AI R&D tasks that take humans over a day to complete, R1 performs much worse than o1-preview or Claude 3.5 Sonnet (old) and is on par with Claude Opus (a model from 11 months ag","Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
MP091,1898156631470600592,2025-03-07T23:39:41Z,4375,47,4,,METR evaluated DeepSeek-R1’s ability to act as an autonomous agent. On generic SWE tasks it performs on-par with o1-preview but worse than 3.5 Sonnet (new) or o1. Overall R1 is ~6 months behind leadin,"Grok X-API pull slice 1, fxtwitter views at 2026-09-14T00:15Z; not a full census (X Latest caps 10/query)"
