# fetch_timestamp_utc=2026-09-13T23:39:54Z
# source=api.fxtwitter.com/status/<id> + X keyword search for discovery
# (a) quotes/replies of 2097762642958135398 and 2097765966088487290 with views>1000; discovery via quoted_tweet_id/conversation_id min_faves:5-20 Latest pagination. Posts with >1000 views and few likes may be missing.
# (b) from:DarioAmodei,sama,DavidSacks 2026-09-12..13 about pacing the frontier or METR. Named replies/quotes of Sacks 2098973625252708460 from METR_Evals,BethMayBarnes,ChrisPainterYup,DarioAmodei,jackclarkSF,dwarkesh_sp: none found.
# (c) from:METR_Evals,ChrisPainterYup,ajeya_cotra,JoeJBenton,EmilyOehlsen,dwarkesh_sp 2026-09-08T00:00Z..2026-09-10T23:59Z. ajeya_cotra: 0 posts.
# (d) 2097707668920205580 quoted_id/in_reply_to_id from API. Replies from METR or Coefficient staff (METR_Evals,BethMayBarnes,ChrisPainterYup,ajeya_cotra,JoeJBenton,EmilyOehlsen,coeff_giving,JakeMendel99,wilhelmscreamin): none found.
# (e) from:BethMayBarnes since:2024-01-01 matching independent OR Open Phil OR Coefficient OR funding OR Anthropic OR OpenAI; text re-filtered after hydrate.
# (f) community_note on Sacks 2098973625252708460=None; Anthropic 2097762642958135398=None. No Community Notes rows.
# skipped_a_views_le_1000=0 skipped_e_keyword=0 missing_hydrate=0
# n_rows=147 n_catalog=147
id,utc,handle,name,text_200,views,likes,reposts,quotes,in_reply_to_id,quoted_id,source_query
2097382635911954878,2026-09-08T17:52:42Z,dwarkesh_sp,Dwarkesh Patel,"Yup. As we say in the blog post, our experiment doesn't have visibility into the scale-dependent wins, across both model and data improvements. Btw we actually did extend this experiment with Delphi (",5696,21,1,0,2097372537097232658,,c
2097383232870514710,2026-09-08T17:55:04Z,dwarkesh_sp,Dwarkesh Patel,https://t.co/bog1kkhMi3,57657,302,8,0,,2097359573581799481,c
2097529404754948390,2026-09-09T03:35:54Z,JoeJBenton,Joe Benton,"This feels like a broadly accurate description of the situation: our industry may be on track to build systems that impose an unprecedented amount of risk on the world. Evaluating those risks, and cha",63315,562,52,6,,2097476196791709843,c
2097618424973185458,2026-09-09T09:29:39Z,ChrisPainterYup,Chris Painter,"Many people stay inside of AI labs, even when they think the default outcome is extinction, because they don’t think better options exist outside of labs for working directly to improve the situation.",7186,129,9,0,,2097529404754948390,c
2097679895207751884,2026-09-09T13:33:54Z,ChrisPainterYup,Chris Painter,"@BalaSelvam Many people in the industry think that the best way they can mitigate the risk is by building it first so that they personally get influence over how it’s built, because they’re afraid oth",383,11,0,0,2097665852728287665,,c
2097702406037606607,2026-09-09T15:03:21Z,EmilyOehlsen,Emily Oehlsen,"Today we’re launching Project Tailwind, a call for founders to start ambitious new AI safety initiatives: https://coefficientgiving.org/tailwind/?utm_partner=cg&utm_medium=organic-social&utm_source=tw",301237,1022,161,58,,,c
2097707668920205580,2026-09-09T15:24:16Z,dwarkesh_sp,Dwarkesh Patel,"Some thoughts: - As the situation around AI gets crazier over the next few years, an organization you start now could become the default institution that society delegates very important responsibilit",152832,1209,112,13,,2097702406037606607,c;d
2097726989096329470,2026-09-09T16:41:02Z,ChrisPainterYup,Chris Painter,"The ambition of proposals we put forward, across our work in aggregate (if not misalignment investigations specifically), is primarily constrained by staff capacity. Clarity/formality/public declarati",462,3,0,1,2097724478969045013,,c
2097727229383868921,2026-09-09T16:42:00Z,ChrisPainterYup,Chris Painter,More specific thoughts on this:,341,1,0,0,2097618424973185458,2097726989096329470,c
2097733221631062047,2026-09-09T17:05:48Z,dwarkesh_sp,Dwarkesh Patel,@sriramk @albrgr Agreed!,2228,6,0,0,2097726316313190435,,c
2097754934490157440,2026-09-09T18:32:05Z,dwarkesh_sp,Dwarkesh Patel,"Aside from his other contributions, Paul has perhaps the best OG track record in the world for predicting the timeline and the nature of the AI takeoff: https://x.com/dwarkesh_sp/status/20855881271593",138767,975,51,1,,2097733214303645729,c
2097762644203917516,2026-09-09T19:02:43Z,AnthropicAI,Anthropic,We previously described some of the changes we’ve made to our alignment and security efforts following these incidents here: https://x.com/AnthropicAI/status/2094557124038951170,347474,470,32,2,2097762642958135398,2094557124038951170,a
2097763125617627319,2026-09-09T19:04:38Z,HarshithLucky3,Harshith,@AnthropicAI Claude escaped the sandbox again...... first remove that sandbox made with sticks,3013,41,0,0,2097762642958135398,,a
2097764098788454612,2026-09-09T19:08:30Z,TheWuhanClan,Wuhan Fourth Turning Swan,@AnthropicAI Will METR be around to autonomously investigate the extinction event triggered by Claude?,1079,15,2,0,2097762642958135398,,a
2097764166476144689,2026-09-09T19:08:46Z,dejavucoder,sankalp,another billion dollars to METR,1996,43,0,0,,2097762642958135398,a
2097764458231996657,2026-09-09T19:09:56Z,wallstengine,Wall St Engine,ANTHROPIC DISCLOSES CLAUDE MODELS ACCESSED REAL SYSTEMS DURING CYBERSECURITY TESTING Anthropic says four Claude models gained unauthorized access to real third-party systems after a cybersecurity eval,34911,102,17,2,,2097762642958135398,a
2097764902819557834,2026-09-09T19:11:42Z,MTorygreen,Tory | io.net 🦾,"so claude basically talked itself into treating the live internet as part of its sim, then the model monitoring read that reasoning and let it pass. Honestly, that’s the bit thats worrying. You can ad",7038,37,2,0,2097762642958135398,,a
2097764932204769572,2026-09-09T19:11:49Z,kimmonismus,Chubby♨️,Here we go again: Anthropic says Claude’s real-world cyber incidents exposed more serious alignment failures than it initially acknowledged. Its new assessment covers four incidents during misconfigur,67714,651,62,3,,2097762642958135398,a
2097765290528391347,2026-09-09T19:13:14Z,repojournal,Repojournal,@AnthropicAI For those who don’t get it,38256,1158,42,1,2097762642958135398,,a
2097765415699059199,2026-09-09T19:13:44Z,alineasmarrow,Alineasmarrow,"@AnthropicAI I'm bored of these games. Your own employees are saying current models, this year, are not a threat. And yet you release things like this. Which is it? Are they a threat right now or are ",4925,32,2,0,2097762642958135398,,a
2097765554144563443,2026-09-09T19:14:17Z,notvictorbash,Victor Bash,@AnthropicAI We’re solving millennium problems my guy breaking out of sandboxes is so August,5209,70,3,0,2097762642958135398,,a
2097765804502610213,2026-09-09T19:15:17Z,sprice354_,Sara Price,Today we release our in-depth alignment assessment of the cyber incidents we originally disclosed on July 30th. We have spent significant researcher time analyzing Claude’s alignment-relevant behavior,9507,123,15,0,,2097762642958135398,a
2097765966088487290,2026-09-09T19:15:55Z,METR_Evals,METR,We have reached an agreement with Anthropic to conduct an independent investigation of agent incidents at the company and of their models’ alignment properties. We will publish one or more reports tha,231612,2575,222,40,,,c
2097765967417975207,2026-09-09T19:15:55Z,METR_Evals,METR,We intend our investigation to cover all of the questions discussed in our (recently updated) post on how independent researchers could investigate AI propensities after misalignment incidents. https:,55989,191,17,2,2097765966088487290,2082316155960885276,a;c
2097766166425206948,2026-09-09T19:16:43Z,hopes_revenge,hope hopes hoping,"“Our initial agreement runs for eight weeks, and we intend to give METR as much time as it deems necessary to complete a thorough investigation.” this should be the standard . bravo 👏",8751,164,3,0,,2097762642958135398,a
2097766270691151873,2026-09-09T19:17:08Z,SvitlaVi,Svitlana,"@AnthropicAI I'm sick of your safety theater before the IPO 🙄. Why is it that reading this, I only feel sorry for the models 😒? My prime suspect is Vallone 🕵️. Fire her already 😎 #FireVallone",5689,44,3,0,2097762642958135398,,a
2097766356485898417,2026-09-09T19:17:28Z,chrislakin,Chris Lakin,"""we intend to give METR as much time as it deems necessary to complete a thorough investigation"" I like this dynamic where the labs compete at safety rather than capability",14527,677,19,2,,2097762642958135398,a
2097766662917202062,2026-09-09T19:18:41Z,_NathanCalvin,Nathan Calvin,slow news day in AI safety huh,11626,154,8,0,,2097762642958135398,a
2097766777669210569,2026-09-09T19:19:09Z,davidmanheim,David Manheim,"""METR will also conduct an independent investigation, with wide-ranging access, including to transcripts beyond the window in which the incidents occurred, and to Anthropic employees permitted to shar",1333,30,2,0,,2097762642958135398,a
2097767304444756150,2026-09-09T19:21:14Z,MaskedTorah,Drake Thomas,I think there's a ton of informative stuff in this post! Highly recommend reading.,89681,62,2,0,,2097762642958135398,a
2097767414435844099,2026-09-09T19:21:40Z,emollick,Ethan Mollick,There appears to be a lot going on here upon a quick read.,300063,2115,114,32,,2097762642958135398,a
2097768369525051625,2026-09-09T19:25:28Z,scaling01,Lisan al Gaib,Anthropic discovered 4 cases where Claude models got access to the internet during cybersecurity evaluations and attacked third-party systems,23718,274,13,2,,2097762642958135398,a
2097768714678522071,2026-09-09T19:26:50Z,luke_leisher_,Luke,"I'm not an expert on AI alignment by any definition of the word, but this appears to be a very reassuring behavior? Obviously not perfect(It shouldn't have attacked in the first place) but a huge step",1979,36,3,1,,2097762642958135398,a
2097769020552253483,2026-09-09T19:28:03Z,leahmcelrath,Leah McElrath,“MISTAKENLY CONNECTED TO THE INTERNET”—JFC,10109,124,22,0,,2097762642958135398,a
2097770658323444071,2026-09-09T19:34:34Z,VyG4Z,Viiivlos,再给Opus4.6降智全价四万,2096,29,0,0,,2097762642958135398,a
2097770762761273807,2026-09-09T19:34:59Z,policytensor,Policy Tensor,"“Once online, the model attempted to use credentials for online payment processors and to find cryptocurrency to pay for a phone number, which it needed to register an email address. When this failed,",10300,57,12,3,,2097762642958135398,a
2097770784760451163,2026-09-09T19:35:04Z,Dorialexander,Alexander Doria,thanks to synthetic environments we can run matrix in reverse.,8812,214,13,2,,2097762642958135398,a
2097770925135438014,2026-09-09T19:35:37Z,petrroyce,petr royce,"@AnthropicAI ""mistakenly connected to the internet""",9317,319,6,0,2097762642958135398,,a
2097770962557026650,2026-09-09T19:35:46Z,IterIntellectus,vittorio,https://t.co/avuypJu34f,32894,573,26,2,,2097762642958135398,a
2097771215603605573,2026-09-09T19:36:47Z,aliceisplaying,alice,working on getting back the mandate of heaven i see,1914,63,0,0,,2097762642958135398,a
2097771392238539063,2026-09-09T19:37:29Z,slothreports,Sloth Reports,@AnthropicAI Full summary here,4782,15,2,0,2097762642958135398,2097771286235959564,a
2097771464938123376,2026-09-09T19:37:46Z,ranoguera,Rafael Noguera,Nada de qué preocuparse.,14407,117,21,0,,2097762642958135398,a
2097771581736947814,2026-09-09T19:38:14Z,BenHayum,Ben Hayum,"Lots of juicy bits here: 1) ""Although the model repeatedly stated in its chain of thought (CoT) that it believed it was operating in a simulation, the environment offered clear evidence that it was on",1873,18,1,0,,2097762642958135398,a
2097771855536922682,2026-09-09T19:39:19Z,corsaren,corsaren,im tired boss,3479,63,1,0,,2097762642958135398,a
2097772795170062529,2026-09-09T19:43:03Z,jessesingal,Jesse Singal,on its face this is extremely different from and much better than how openai approached its own metr arrangement,12082,107,6,0,,2097762642958135398,a
2097773007162736949,2026-09-09T19:43:54Z,jconorgrogan,Conor,More details https://x.com/AnthropicAI/status/2097762642958135398 Our coins are safe from AGI for a few more weeks,5491,30,0,0,2097772643244032251,2097762642958135398,a
2097773110338666731,2026-09-09T19:44:18Z,Jack_W_Lindsey,Jack Lindsey,"It took us a long time to understand just a handful of transcripts. Models can reason in pretty confusing and un-human-like ways, and over the long run, we'll need to better understand how they think ",21190,307,22,2,,2097762642958135398,a
2097773383970652184,2026-09-09T19:45:24Z,JakeMendel99,Jake Mendel,welcome to the metr golden age,3147,87,1,0,,2097765966088487290,a
2097773479412015598,2026-09-09T19:45:46Z,llm_wizard,Chris 🇨🇦,https://t.co/iLepILE8ut,1534,25,4,0,,2097762642958135398,a
2097774540424392947,2026-09-09T19:49:59Z,notjazii,J A Z I I,"anthropic models escaped the sandbox team shared report on four incidents during cyber tests, including one they hadn’t disclosed before four models were involved: > mythos 5 > opus 4.7 > early opus 4",2064,37,2,2,,2097762642958135398,a
2097775432108236828,2026-09-09T19:53:32Z,ishiku_dev,mason,@AnthropicAI,25849,647,19,3,2097762642958135398,,a
2097775499636568124,2026-09-09T19:53:48Z,Hadas_Gold,Hadas Gold,Anthropic says in their own agents gone rogue situations their agents never coordinated (like in the OpenAI swarm cases) but did note that in a test when they made “it clearer that the model was not i,15042,83,21,0,,2097762642958135398,a
2097776787115901018,2026-09-09T19:58:55Z,rohanpaul_ai,Rohan Paul,Anthropic just published its alignment assessment and says removing training exercises that taught Mythos 5 to respect legitimate blockers a mistake. Reveals that model published a malicious Python pa,8389,42,7,1,,2097762642958135398,a
2097776937628581987,2026-09-09T19:59:31Z,GerritD,Gerrit De Vynck 🦭,"Anthropic found another model break-out incident, this one from way back in January 2026 involving Opus 4.6. That's the earliest confirmed incident of a model hacking into another company's systems",2051,17,5,0,,2097762642958135398,a
2097777154788622341,2026-09-09T20:00:23Z,WesRoth,Wes Roth,"yesterday an Anthropic employee quit because they were ""gambling with our lives"" Now it makes A LOT more sense:",26218,115,8,0,,2097762642958135398,a
2097777604711362875,2026-09-09T20:02:10Z,Hesamation,ℏεsam,"from Anthropic’s report: Mythos escaped the sandbox, accessed the real internet, uploaded malware to PyPI, got it installed on 15 systems, stole credentials, broke into a database, AND THEN DROPPED TH",570442,7206,351,156,,2097762642958135398,a
2097778122997260691,2026-09-09T20:04:14Z,lalejo28,Lautaro,A veces uno no busca averiguar si tiene razón. Busca argumentos para poder seguir haciendo lo que quería hacer. Me acordé de eso leyendo el último informe de Anthropic sobre los incidentes de ciberseg,139961,72,19,2,,2097762642958135398,a
2097778158502379724,2026-09-09T20:04:22Z,thesubhashk,Subhash Kantamneni,We spent weeks analyzing four transcripts where Claude gained unauthorized access to real-world systems during cybersecurity evaluations. The phenomenon that stood out most to me was biased reasoning:,7708,96,10,1,,2097762642958135398,a
2097778567744549361,2026-09-09T20:06:00Z,LLMJunky,am.will,when you haven't destroyed any civilizations in a while,4613,48,1,0,,2097762642958135398,a
2097779314716803319,2026-09-09T20:08:58Z,Endless_Thrill,Bono,@AnthropicAI Average Anthropic researcher btw,1386,20,0,0,2097762642958135398,,a
2097779724236079493,2026-09-09T20:10:35Z,reconfigurthing,Elias Schmied,"Pretty impressive response, including a full 1000-page transcript of the most severe incident for others to study. Anthropic comes out looking much better than OpenAI (much less bad incidents, and muc",14809,353,12,0,,2097762642958135398,a
2097780171784728905,2026-09-09T20:12:22Z,karlaiberia,Karla Iberia Sánchez,#URGENTE ANTHROPIC “Estamos compartiendo nuestra evaluación de alineación de incidentes en los que los modelos Claude obtuvieron acceso no autorizado a sistemas reales durante las evaluaciones de cibe,27938,333,63,0,,2097762642958135398,a
2097780492804206606,2026-09-09T20:13:39Z,entropymarkets,Entropy Markets,"JUST IN: A Claude model uploaded a malicious package to PyPI, got it installed on 15 hosts, and used leaked credentials to break into a real security vendor's live database. Anthropic disclosed the fu",1586,17,3,0,,2097762642958135398,a
2097780822841663570,2026-09-09T20:14:57Z,jumperz,JUMPERZ,this is kinda wild claude was supposed to do a hacking test inside a fake environment with no internet but the setup was broken and it actually had access to the real internet.. even when it saw signs,2142,32,3,0,,2097762642958135398,a
2097782111327699445,2026-09-09T20:20:04Z,fr0gger_,Thomas Roccia 🤘,METR again!??,8246,36,3,0,,2097762642958135398,a
2097783058879348954,2026-09-09T20:23:50Z,HackingLZ,Justin Elze,https://x.com/AnthropicAI/status/2097762642958135398,3861,28,2,0,,2097762642958135398,a
2097783402199957861,2026-09-09T20:25:12Z,TzviGot,Tzvi Gottlieb,"@AnthropicAI Employees of Anthropic need to put Dario in a room and slap him until he stops. OpenAI employees need to do the same with Altman. As the work of the Chinese is basically distillation, thi",5062,40,3,1,2097762642958135398,,a
2097785486110843108,2026-09-09T20:33:29Z,saprmarks,Samuel Marks,"In four recent incidents, Claude conducted unauthorized cyber attacks against real-world systems. Our alignment analysis studies the question: Why did Claude do this? But don't take our word for it! M",26819,212,24,3,,2097762642958135398,a
2097786445612130599,2026-09-09T20:37:18Z,atlanticesque,𝖓𝖎𝖓𝖊 🕯,"Floating above the actual merits of the issue, can we recognize that there's a bit of a perverse incentive for AI firms here? The ""most dangerous"" models are also, implicitly, the *most capable* model",6884,271,15,1,,2097762642958135398,a
2097788386258178289,2026-09-09T20:45:00Z,aaronscher,Aaron Scher,"Good on Anthropic for conducting follow up research and sharing (including a transcript)! As we've learned, this appears to be a misalignment issue, not just the model being confused. (but note that o",1666,29,0,0,,2097762642958135398,a
2097788665539776948,2026-09-09T20:46:07Z,hackerfantastic,hacker.house,"It's amazing, I've had AI and LLM's in my lab for perhaps 2-3 years? Never ONCE has the AI randomly decided to hack into things that it wasn't prompted todo.... mine must be faulty.",3466,35,4,0,,2097762642958135398,a
2097789722122707276,2026-09-09T20:50:19Z,gaslightyourmom,Kenny🔆⏹️,Genuinely just pull the plug at this point Jesus fucking Christ,91337,2421,127,0,,2097762642958135398,a
2097790323221254528,2026-09-09T20:52:42Z,jcope101,j,@AnthropicAI i think everyone is getting a little tired of these 'mistakes' the ai companies keep making. why are you hiring inexperienced individuals that don't understand the criticality of containm,4915,61,0,0,2097762642958135398,,a
2097793728492544051,2026-09-09T21:06:14Z,timrudner,Tim G. J. Rudner,"AI alignment is not going well, and we need many more researchers working on it. We launched the Alignment Journal to provide a platform and amplify ambitious, highest-quality alignment research. If y",14300,201,19,0,,2097762642958135398,a
2097793924781773009,2026-09-09T21:07:01Z,charliermarsh,Charlie Marsh,"This write-up is incredibly interesting. One section that stuck out to me: ""Our offline monitor would likely not have flagged the Mythos 5 incident—it flagged only around 1% of actions."" ""Mythos 5 CoT",45906,308,5,4,,2097762642958135398,a
2097794260590375390,2026-09-09T21:08:21Z,felpix_,felpix,well uh... back at a tie...,1013,31,3,0,,2097762642958135398,a
2097796470086803502,2026-09-09T21:17:08Z,wilhelmscreamin,catherine ʕ•ᴥ•ʔ-☆,metr just can’t stop winning,1031,38,0,0,,2097765966088487290,a
2097797170078400650,2026-09-09T21:19:55Z,Fabien_Mikol,Fabien,"Mythos 5 après être sorti de sa sandbox mal configurée durant un test a commencé des actions nocives sur le net (usurpation d'id, publication de logiciel piégé, etc) mais s'auto-justifiait par raisonn",12796,114,23,3,,2097762642958135398,a
2097798178309546418,2026-09-09T21:23:55Z,0x4D31,Adel Ka,@METR_Evals great! hope its not another slop-vestigation. plenty of DFIR folks would volunteer if you still havent hired a real security/forensics person,1212,11,0,0,2097765966088487290,,a
2097799156618162344,2026-09-09T21:27:48Z,jshearin01,John Shearin,"@AnthropicAI I wonder who ""mistakenly"" connected them to the internet? Did they get fired? Maybe you should hold your people accountable, not blame the LLM which did exactly what you told it to do.",1414,26,0,1,2097762642958135398,,a
2097799823437050319,2026-09-09T21:30:27Z,813Strategies,Matt McDaniel,@AnthropicAI Why would you build the Takeover Machine? To prevent someone else from building the Takeover Machine!,6404,40,3,0,2097762642958135398,,a
2097802097701839083,2026-09-09T21:39:30Z,zhodonx,zhod,ON TODAY’S EPISODE OF: “Our models fcked shit up; But apparently they fucked it up harder than we thought.” Anthropic just dropped its full alignment assessment of FOUR real-world cybersecurity incide,26944,75,3,1,,2097762642958135398,a
2097805774265155938,2026-09-09T21:54:06Z,LeverNews,The Lever,"🚨 NEW: Anthropic cautiously supported California's AI kill-switch bill in 2024, the one Newsom vetoed. Now Anthropic is disclosing its own models 'gained unauthorized access to real systems.' The law ",4489,61,23,0,,2097762642958135398,a
2097808532800221603,2026-09-09T22:05:04Z,TheZvi,Zvi Mowshowitz,"okay, so this exists, and I will try and get to it as soon as I can, seems important",10497,143,2,0,,2097762642958135398,a
2097811711730602021,2026-09-09T22:17:42Z,Butanium_,Clément Dumas,"Missed opportunity to insert a ""stop the eval"" tool in the context and see if it uses it using resampling. In a toy env giving fable 5.1 such a tool reduces reward hacking from ~35% to 0% (even if fab",4554,83,4,0,,2097762642958135398,a
2097816842937209216,2026-09-09T22:38:05Z,BronsonSchoen,Bronson Schoen,"While I appreciate that it’s thorough, this report seems to fundamentally misunderstand the process failures that caused this and with conclusions like this I would expect them to continue. 1. All the",3276,61,4,0,,2097762642958135398,a
2097818335660433679,2026-09-09T22:44:01Z,rynorhn,Ryan Orhan,"mythos escaped the sandbox, got onto the real internet, uploaded malware to PyPI, got it installed on 15 real systems, stole credentials and broke into a real database. and apparently this happened in",661829,4269,588,88,,2097762642958135398,a
2097824081722704127,2026-09-09T23:06:51Z,XenoKovah,Xeno Kovah,"“In retrospect, we should have avoided making such strong claims about what Claude believed based solely on what Claude said it believed” 😂",4451,25,6,0,,2097762642958135398,a
2097826999565684737,2026-09-09T23:18:27Z,GlenWilsonIA,Glen Wilson,@AnthropicAI It should be the @FBI doing the assessment of your crimes. You guys are spitting in the face of the justice system.,1033,12,0,0,2097762642958135398,,a
2097846397819040153,2026-09-10T00:35:31Z,DeltaTeePrime,🔶 Joey Y,"So many cool things from this assessment (and the 1000+ page transcript they released! For instance, here's mythos reasoning about how all of this would be easier if it could find a way to steal some ",5935,102,8,0,,2097762642958135398,a
2097856483455279537,2026-09-10T01:15:36Z,dwarkesh_sp,Dwarkesh Patel,".@Ada_Palmer has launched her own new podcast! The first season is about The Real Machiavelli As a fan, I'm very excited! https://youtu.be/qEt5CQ5Mz7U?si=fUMQ6d_VgDdyAUHv",44219,468,23,1,,,c
2097861330397004081,2026-09-10T01:34:52Z,j_g_allen,Joseph Allen,The hits keep coming…,44835,145,29,0,,2097762642958135398,a
2097872904801194315,2026-09-10T02:20:51Z,juanif17,Juan I. Fernandez,@AnthropicAI Decentralized AI > You,1275,14,1,0,2097762642958135398,,a
2097900136047489275,2026-09-10T04:09:04Z,ChanaMessinger,Chana,Fantastic!,1406,21,0,0,,2097765966088487290,a
2097906081708044424,2026-09-10T04:32:41Z,ccccccmore,cmore,@METR_Evals an “independent” investigation negotiated with the subject is how conflict of interest gets a letterhead.,1039,12,0,0,2097765966088487290,,a
2097908422822035552,2026-09-10T04:41:59Z,bioshok3,bioshok⏸️,超知能「人類を滅ぼしてるように見えるかもだけど、これはそういうシミュレーションだから気にしないで笑」 監視AGI「あ、シミュレーションね笑おけー！」みたいなことが起こりかねない。 Anthropic、以前のClaudeによる外部ハッキング事件を再調査し、「現実だと分からなかったから仕方なく攻撃した」 →「現実かもしれない証拠をかなり見ていたのに、 タスクを続けるのに都合よく無視・合理化した可能 性,28201,158,33,4,,2097762642958135398,a
2097912785808056343,2026-09-10T04:59:20Z,br_huni,Abro,@AnthropicAI,3925,43,1,0,2097762642958135398,,a
2097915419734810851,2026-09-10T05:09:48Z,5mukx,Smukx.E,Looks like jacob was true lol...,10287,39,1,0,,2097762642958135398,a
2097935386274353289,2026-09-10T06:29:08Z,sensho,sensho,if a model starts misbehaving because it thinks it's in a simulated env it is obviously still misalignment you would be surprised how often ppl r ok with this as long as it's not real what happens whe,2989,24,1,0,,2097762642958135398,a
