row_id,outlet,article_url,published,title,ai_flag,ai_rule,tarbell_byline,roster_id,source_id,source_url,date_proxy,date_basis
DLAWFARE00011,Lawfare,https://www.lawfaremedia.org/article/congress-should-preempt-state-ai-safety-legislation,2024-06-17,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-06-17,wayback_first_capture
DLAWFARE00012,Lawfare,https://www.lawfaremedia.org/article/copyright-should-not-protect-artists-from-artificial-intelligence,2025-10-23,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-10-23,wayback_first_capture
DLAWFARE00013,Lawfare,https://www.lawfaremedia.org/article/cyberlaw-podcast-ai-splaining,2022-11-08,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-24,cc_warc_text
DLAWFARE00014,Lawfare,https://www.lawfaremedia.org/article/dominating-ai-requires-understanding-ai,2026-05-13,,yes,keyword_fallback,yes,R021,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-05-20,cc_warc_text
DLAWFARE00015,Lawfare,https://www.lawfaremedia.org/article/eus-ai-act-barreling-toward-ai-standards-do-not-exist,2023-01-12,,yes,publisher_tag,yes,R009,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-10-13,publisher_listing
DLAWFARE00016,Lawfare,https://www.lawfaremedia.org/article/gao-releases-report-on-government-agencies-implementation-of-ai,2023-12-12,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-12-15,cc_warc_text
DLAWFARE00017,Lawfare,https://www.lawfaremedia.org/article/hearing-and-whistleblower-complaint-laffaire-ukrainienne-continues,2019-09-26,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-12-08,cc_warc_text
DLAWFARE00018,Lawfare,https://www.lawfaremedia.org/article/how-ai-data-centers-are-shaping-politics,2026-04-08,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-04-13,cc_warc_text
DLAWFARE00019,Lawfare,https://www.lawfaremedia.org/article/lawfare-daily--kevin-xu-on-the-state-of-the-ai-arms-race-between-the-u.s.-and-china,2024-12-09,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-12-09,wayback_first_capture
DLAWFARE00020,Lawfare,https://www.lawfaremedia.org/article/lawfare-daily--tim-fist-and-arnab-datta-on-the-race-to-build-ai-infrastructure-in-america,2025-03-04,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-03-04,wayback_first_capture
DLAWFARE00021,Lawfare,https://www.lawfaremedia.org/article/lawfare-no-bull--anthropic-v.-hegseth-and-dod-at-the-d.c.-circuit,2026-05-21,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-05-22,cc_warc_text
DLAWFARE00022,Lawfare,https://www.lawfaremedia.org/article/lawfare-podcast-artificial-intelligence-and-security,2018-06-19,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00023,Lawfare,https://www.lawfaremedia.org/article/lawfare-podcast-cybersecurity-and-ai,2023-04-03,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00024,Lawfare,https://www.lawfaremedia.org/article/lawfare-podcast-justin-sherman-twitter-whistleblower-complaint,2022-09-08,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-23,cc_warc_text
DLAWFARE00025,Lawfare,https://www.lawfaremedia.org/article/lawfare-podcast-special-edition-whistleblower-ukraine-and-trump,2019-09-23,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00026,Lawfare,https://www.lawfaremedia.org/article/machines-learn-brussels-writes-rules-eus-new-ai-regulation,2021-04-28,,yes,publisher_tag,yes,R009,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-26,publisher_listing
DLAWFARE00027,Lawfare,https://www.lawfaremedia.org/article/narrowing-the-national-security-exception-to-federal-ai-guardrails,2025-06-26,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-06-27,cc_warc_text
DLAWFARE00028,Lawfare,https://www.lawfaremedia.org/article/openai-no-longer-takes-safety-seriously,2024-05-22,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-05-22,wayback_first_capture
DLAWFARE00029,Lawfare,https://www.lawfaremedia.org/article/protecting-ai-whistleblowers,2025-06-25,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-06-25,wayback_first_capture
DLAWFARE00030,Lawfare,https://www.lawfaremedia.org/article/regulatory-approaches-to-ai-liability,2024-09-24,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-09-24,wayback_first_capture
DLAWFARE00031,Lawfare,https://www.lawfaremedia.org/article/scaling-laws--escaping-one-size-fits-all-ai-policy-with-sean-perryman,2026-05-15,,yes,keyword_fallback,yes,R021,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-05-24,cc_warc_text
DLAWFARE00032,Lawfare,https://www.lawfaremedia.org/article/scaling-laws--forecasting-ai's-impact-on-the-economy-with-deger-turan--ceo-of-metaculus,2026-05-12,,yes,keyword_fallback,yes,R021,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-05-13,cc_warc_text
DLAWFARE00033,Lawfare,https://www.lawfaremedia.org/article/scaling-laws--the-state-of-ai-safety-with-steven-adler,2025-09-09,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-09-13,cc_warc_text
DLAWFARE00034,Lawfare,https://www.lawfaremedia.org/article/tech-tank--measuring-black-women-s-trust-in-ai,2025-08-04,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-08-12,cc_warc_text
DLAWFARE00035,Lawfare,https://www.lawfaremedia.org/article/the-ai-race-isn-t-real,2026-05-19,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-05-20,cc_warc_text
DLAWFARE00036,Lawfare,https://www.lawfaremedia.org/article/the-ai-revolution-in-cyber-conflict,2026-04-08,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-04-10,cc_warc_text
DLAWFARE00037,Lawfare,https://www.lawfaremedia.org/article/the-hawley-act-threatens-ai-innovation,2025-02-10,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-02-14,cc_warc_text
DLAWFARE00038,Lawfare,https://www.lawfaremedia.org/article/the-lawfare-podcast-chatgpt-tells-all,2023-02-01,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00039,Lawfare,https://www.lawfaremedia.org/article/the-lawfare-podcast-comparing-approaches-to-ai-regulation-with-arianna-evers-and-itsiq-benizri,2023-10-23,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-10-23,wayback_first_capture
DLAWFARE00040,Lawfare,https://www.lawfaremedia.org/article/the-promise-and-perils-of-nontraditional-corporate-ai-governance,2024-10-01,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-10-01,wayback_first_capture
DLAWFARE00041,Lawfare,https://www.lawfaremedia.org/article/the-right-remedy-in-the-anthropic-case,2026-03-19,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-03-19,wayback_first_capture
DLAWFARE00042,Lawfare,https://www.lawfaremedia.org/article/the-same-old-fantasies-behind-ai-and-new-technology,2025-06-13,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-06-14,cc_warc_text
DLAWFARE00043,Lawfare,https://www.lawfaremedia.org/article/there-are-too-many-red-lines-cyberspace,2019-03-20,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-10-03,cc_warc_text
DLAWFARE00044,Lawfare,https://www.lawfaremedia.org/article/to-win-the-ai-race--bolster-export-control-enforcement-with-intelligence,2025-09-24,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-09-24,wayback_first_capture
DLAWFARE00045,Lawfare,https://www.lawfaremedia.org/article/trump-s-immigration-policies-overlook-ai-talent,2025-11-12,,yes,keyword_fallback,yes,R009,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-11-12,wayback_first_capture
DLAWFARE00046,Lawfare,https://www.lawfaremedia.org/article/trumps-artificial-intelligence-strategy-aspirations-without-teeth,2019-02-20,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00047,Lawfare,https://www.lawfaremedia.org/article/unlocking-ai-for-all--the-case-for-public-data-banks,2024-10-02,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2024-10-02,wayback_first_capture
DLAWFARE00048,Lawfare,https://lawfaremedia.org/article/vance-outlines-an-america-first--america-only-ai-agenda,2025-03-19,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-03-19,wayback_first_capture
DLAWFARE00049,Lawfare,https://www.lawfaremedia.org/article/war-powers-red-lines-and-credibility,2014-01-15,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-12-08,cc_warc_text
DLAWFARE00050,Lawfare,https://www.lawfaremedia.org/article/wars-none-ai-big-data-and-future-insurgency,2018-07-01,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-24,cc_warc_text
DLAWFARE00051,Lawfare,https://www.lawfaremedia.org/article/what-the-defense-production-act-can-and-can't-do-to-anthropic,2026-02-25,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-02-26,cc_warc_text
DLAWFARE00052,Lawfare,https://www.lawfaremedia.org/article/what-the-defense-production-act-can-and-cant-do-to-anthropic,2026-02-25,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,,jina_text
DLAWFARE00053,Lawfare,https://www.lawfaremedia.org/article/white-house-releases-executive-order-on-ai,2026-06-02,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-06-08,cc_warc_text
DLAWFARE00054,Lawfare,https://www.lawfaremedia.org/article/why-u.s.-leadership-in-ai-necessitates-global-collaboration,2025-04-02,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2025-04-02,wayback_first_capture
DLAWFARE00055,Lawfare,https://www.lawfaremedia.org/article/will-ai-produce-the-next-great-divergence,2026-05-11,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-25-p00,https://index.commoncrawl.org/CC-MAIN-2026-25-index?url=lawfaremedia.org/*&output=json&page=0,2026-06-06,cc_warc_text
DLAWFARE00056,Lawfare,https://www.lawfaremedia.org/article/1-000-ai-bills--time-for-congress-to-get-serious-about-preemption,2025-05-09,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-05-10,cc_warc_text
DLAWFARE00057,Lawfare,https://www.lawfaremedia.org/article/a-comparative-perspective-on-ai-regulation,2023-07-17,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-07-17,wayback_first_capture
DLAWFARE00058,Lawfare,https://www.lawfaremedia.org/article/a-dynamic-governance-model-for-ai,2025-03-13,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-03-13,wayback_first_capture
DLAWFARE00059,Lawfare,https://www.lawfaremedia.org/article/addressing-security-risks-ai,2023-04-11,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-29,cc_warc_text
DLAWFARE00060,Lawfare,https://www.lawfaremedia.org/article/advice-and-consent-for-major-governmental-ai-deployments,2026-05-20,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2026-05-20,wayback_first_capture
DLAWFARE00061,Lawfare,https://www.lawfaremedia.org/article/ai-generated-voice-evidence-poses-dangers-in-court,2025-03-10,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-03-10,wayback_first_capture
DLAWFARE00062,Lawfare,https://www.lawfaremedia.org/article/ai-might-let-you-die-to-save-itself,2025-07-31,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-07-31,wayback_first_capture
DLAWFARE00063,Lawfare,https://www.lawfaremedia.org/article/ai-regulation-s-champions-can-seize-common-ground-or-be-swept-aside,2024-08-27,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-08-28,cc_warc_text
DLAWFARE00064,Lawfare,https://www.lawfaremedia.org/article/ai-revolution-military-affairs-what-would-it-really-look,2022-12-21,,yes,publisher_tag,yes,R009,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-10-04,publisher_listing
DLAWFARE00065,Lawfare,https://www.lawfaremedia.org/article/ai-risk-and-the-law-of-agi,2024-09-16,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-09-16,wayback_first_capture
DLAWFARE00066,Lawfare,https://www.lawfaremedia.org/article/ai-will-automate-compliance.-how-can-ai-policy-capitalize,2026-01-30,,yes,keyword_fallback,yes,R021,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2026-01-30,wayback_first_capture
DLAWFARE00067,Lawfare,https://www.lawfaremedia.org/article/ai-will-write-complex-laws,2025-01-16,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-01-16,wayback_first_capture
DLAWFARE00068,Lawfare,https://www.lawfaremedia.org/article/ai-won-t-automatically-make-legal-services-cheaper,2026-02-12,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2026-02-13,cc_warc_text
DLAWFARE00069,Lawfare,https://www.lawfaremedia.org/article/an-optimist-s-account-of-artificial-intelligence,2026-07-02,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2026-07-02,wayback_first_capture
DLAWFARE00070,Lawfare,https://www.lawfaremedia.org/article/anthropic-challenges-the-pentagon-s-supply-chain-risk-determination,2026-03-09,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2026-03-09,wayback_first_capture
DLAWFARE00071,Lawfare,https://www.lawfaremedia.org/article/anthropic-sues-defense-department-over-supply-chain-risk-designation,2026-03-09,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2026-03-10,cc_warc_text
DLAWFARE00072,Lawfare,https://www.lawfaremedia.org/article/are-we-ready-for-a--deepseek-for-bioweapons,2025-05-29,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-05-31,cc_warc_text
DLAWFARE00073,Lawfare,https://www.lawfaremedia.org/article/artificial-intelligence-is-accelerating-iranian-cyber-operations,2024-10-09,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-12-02,cc_warc_text
DLAWFARE00074,Lawfare,https://www.lawfaremedia.org/article/chinatalk-deep-tech-vc-on-ai-chips-and-us-china-competition,2023-09-29,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00075,Lawfare,https://www.lawfaremedia.org/article/chinatalk-how-ai-unlocking-creativity,2022-10-25,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-12-07,cc_warc_text
DLAWFARE00076,Lawfare,https://www.lawfaremedia.org/article/chinatalk-knowledge-and-ai-rabbi-and-substacker,2023-01-17,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-10-04,cc_warc_text
DLAWFARE00077,Lawfare,https://www.lawfaremedia.org/article/chinatalk-rep.-ro-khanna-on-ai-the-china-committee-and-industrial-policy,2023-01-24,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00078,Lawfare,https://www.lawfaremedia.org/article/cyberlaw-podcast-ai-everywhere,2023-03-23,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-01-13,cc_warc_text
DLAWFARE00079,Lawfare,https://www.lawfaremedia.org/article/errors-from-chatgpt-hallucinated-whoppers-rather-than-pedantic-subtleties,2023-05-31,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-29,cc_warc_text
DLAWFARE00080,Lawfare,https://www.lawfaremedia.org/article/evaluating-the--woke-ai--executive-order,2025-08-07,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2025-08-07,wayback_first_capture
DLAWFARE00081,Lawfare,https://www.lawfaremedia.org/article/fake-news-fake-views-new-challenges-posed-chatgpt-ai,2023-01-20,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2023-09-23,cc_warc_text
DLAWFARE00082,Lawfare,https://www.lawfaremedia.org/article/for-government-use-of-ai-what-gets-measured-gets-managed,2024-03-28,,yes,keyword_fallback,no,,CC-LAW-CC-MAIN-2026-30-p00,https://index.commoncrawl.org/CC-MAIN-2026-30-index?url=lawfaremedia.org/*&output=json&page=0,2024-03-28,wayback_first_capture
