row_id,outlet,article_url,published,title,ai_flag,ai_rule,tarbell_byline,roster_id,source_id,source_url
DMITTECHN00011,MIT Technology Review,https://www.technologyreview.com/2025/09/18/1123830/the-download-ai-designed-viruses-and-bad-news-for-the-hydrogen-industry/,2025-09-18,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00012,MIT Technology Review,https://www.technologyreview.com/2025/09/18/1123844/meeting-vaccine-guidance-former-cdc-leaders-alarmed/,2025-09-18,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00013,MIT Technology Review,https://www.technologyreview.com/2025/10/16/1123850/unlocking-the-potential-of-saf-with-book-and-claim-in-air-freight/,2025-10-16,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00014,MIT Technology Review,https://www.technologyreview.com/2025/09/19/1123860/the-download-the-cdcs-vaccine-chaos/,2025-09-19,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00015,MIT Technology Review,https://www.technologyreview.com/2025/09/22/1123870/commonwealth-fusion-eni/,2025-09-22,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00016,MIT Technology Review,https://www.technologyreview.com/2025/09/22/1123873/medical-diagnosis-llm/,2025-09-22,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00017,MIT Technology Review,https://www.technologyreview.com/2025/09/22/1123889/the-download-the-llm-will-see-you-now-and-a-new-fusion-power-deal/,2025-09-22,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00018,MIT Technology Review,https://www.technologyreview.com/2025/09/23/1123897/ai-models-are-using-material-from-retracted-scientific-papers/,2025-09-23,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00019,MIT Technology Review,https://www.technologyreview.com/2025/09/24/1123915/relationship-ai-without-seeking-it/,2025-09-24,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00020,MIT Technology Review,https://www.technologyreview.com/2025/09/23/1123921/the-download-ais-retracted-papers-problem/,2025-09-23,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00021,MIT Technology Review,https://www.technologyreview.com/2025/09/23/1123986/roundtables-meet-the-2025-innovator-of-the-year/,2025-09-23,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00022,MIT Technology Review,https://www.technologyreview.com/2025/09/24/1123999/the-ai-hype-index-cracking-the-chatbot-code/,2025-09-24,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00023,MIT Technology Review,https://www.technologyreview.com/2025/09/25/1124005/ai-wikipedia-vulnerable-languages-doom-spiral/,2025-09-25,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00024,MIT Technology Review,https://www.technologyreview.com/2025/10/29/1124014/building-a-high-performance-data-and-ai-organization-2nd-edition/,2025-10-29,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00025,MIT Technology Review,https://www.technologyreview.com/2025/09/24/1124026/the-download-accidental-ai-relationships-and-future-contraception/,2025-09-24,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00026,MIT Technology Review,https://www.technologyreview.com/2025/09/24/1124029/trump-leucovorin-autism-tylenol/,2025-09-24,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00027,MIT Technology Review,https://www.technologyreview.com/2025/09/25/1124050/fusion-future-funding/,2025-09-25,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00028,MIT Technology Review,https://www.technologyreview.com/2025/09/29/1124055/2025-climate-tech-companies-to-watch-preview/,2025-09-29,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00029,MIT Technology Review,https://www.technologyreview.com/2025/09/24/1124058/roundtables-the-future-of-birth-control/,2025-09-24,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00030,MIT Technology Review,https://www.technologyreview.com/2025/10/01/1124062/roundtables-trumps-impact-on-the-next-generation-of-innovators/,2025-10-01,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00031,MIT Technology Review,https://www.technologyreview.com/2025/09/25/1124079/the-download-threats-vulnerable-languages-and-trump-medical-claims/,2025-09-25,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00032,MIT Technology Review,https://www.technologyreview.com/2025/09/25/1124088/shoplifters-could-soon-be-chased-down-by-drones/,2025-09-25,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00033,MIT Technology Review,https://www.technologyreview.com/2025/09/26/1124253/the-download-shoplifter-chasing-drones-and-trumps-tiktok-deal/,2025-09-26,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00034,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124257/2025-climate-tech-companies-to-watch/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00035,MIT Technology Review,https://www.technologyreview.com/2025/09/30/1124259/delivering-a-digital-sixth-sense-with-next-generation-networks/,2025-09-30,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00036,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124265/bill-gates-ingenuity-climate-change-tech-investment/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00037,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124270/2025-climate-tech-companies-to-watch-hina-battery-salt-cells/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00038,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124275/2025-climate-tech-companies-to-watch-methodology/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00039,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124278/2025-climate-tech-companies-to-watch-pairwise-gene-edited-crops/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00040,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124280/2025-climate-tech-companies-to-watch-cemvision-low-emissions-cement/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00041,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124282/2025-climate-tech-companies-to-watch-traton-electric-trucks/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00042,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124284/2025-climate-tech-companies-to-watch-ather-energy-premium-escooters/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00043,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124287/2025-climate-tech-companies-to-watch-cyclic-materials-rare-earth-recycling/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00044,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124290/2025-climate-tech-companies-to-watch-kairos-power-next-generation-nuclear-reactors/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00045,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124292/2025-climate-tech-companies-to-watch-fervo-energy-advanced-geothermal-power-plants/,2025-10-06,,no,,yes,R015,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00046,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124294/2025-climate-tech-companies-to-watch-envision-energy-smart-wind-turbines/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00047,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124296/2025-climate-tech-companies-to-watch-redwood-materials-ai-microgrids/,2025-10-06,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00048,MIT Technology Review,https://www.technologyreview.com/2025/10/10/1124313/building-connected-data-ecosystems-for-ai-at-scale/,2025-10-10,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00049,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124323/enabling-real-time-responsiveness-with-event-driven-architecture/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00050,MIT Technology Review,https://www.technologyreview.com/2025/10/15/1124329/future-proofing-business-capabilities-with-ai-technologies/,2025-10-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00051,MIT Technology Review,https://www.technologyreview.com/2025/09/26/1124343/us-investigators-are-using-ai-to-detect-child-abuse-images-made-by-ai/,2025-09-26,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00052,MIT Technology Review,https://www.technologyreview.com/2025/09/29/1124465/the-download-ai-to-detect-child-abuse-images-and-what-to-expect-from-our-2025-climate-tech-companies-to-watch-list/,2025-09-29,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00053,MIT Technology Review,https://www.technologyreview.com/2025/09/30/1124470/the-us-may-be-heading-toward-a-drone-filled-future/,2025-09-30,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00054,MIT Technology Review,https://www.technologyreview.com/2025/09/30/1124493/powering-hpc-with-next-generation-cpus/,2025-09-30,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00055,MIT Technology Review,https://www.technologyreview.com/2025/09/30/1124505/designing-cpus-for-next-generation-supercomputing/,2025-09-30,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00056,MIT Technology Review,https://www.technologyreview.com/2025/09/30/1124548/scientists-see-permafrost-thawing-from-space/,2025-09-30,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00057,MIT Technology Review,https://www.technologyreview.com/2025/10/02/1124570/turning-migration-into-modernization/,2025-10-02,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00058,MIT Technology Review,https://www.technologyreview.com/2025/09/30/1124579/the-download-our-thawing-permafrost-and-a-drone-filled-future/,2025-09-30,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00059,MIT Technology Review,https://www.technologyreview.com/2025/10/01/1124593/unlocking-ais-full-potential-requires-operational-excellence/,2025-10-01,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00060,MIT Technology Review,https://www.technologyreview.com/2025/10/02/1124603/ev-tax-credits-end-us/,2025-10-02,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00061,MIT Technology Review,https://www.technologyreview.com/2025/10/01/1124621/openai-india-caste-bias/,2025-10-01,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00062,MIT Technology Review,https://www.technologyreview.com/2025/10/01/1124630/the-download-openais-caste-bias-problem-and-how-ai-videos-are-made/,2025-10-01,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00063,MIT Technology Review,https://www.technologyreview.com/2026/01/26/1124655/the-power-of-sound-in-a-virtual-world/,2026-01-26,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00064,MIT Technology Review,https://www.technologyreview.com/2026/01/05/1124662/the-overlooked-driver-of-digital-transformation/,2026-01-05,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00065,MIT Technology Review,https://www.technologyreview.com/2025/10/02/1124684/the-download-rip-ev-tax-credits-and-openais-new-valuation/,2025-10-02,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00066,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124712/engineering-better-care/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00067,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124723/infinite-folds/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00068,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124727/25-years-of-research-in-space/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00069,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124731/how-millie-dresselhaus-paid-it-forward/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00070,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124743/navigating-mit/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00071,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124746/biodiversity-a-missing-link-in-combating-climate-change/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00072,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124749/a-bionic-knee-restores-natural-movement/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00073,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124752/walking-faster-hanging-out-less/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00074,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124755/a-i-designed-compounds-can-kill-drug-resistant-bacteria/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00075,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124758/estrada-signs-with-the-dodgers/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00076,MIT Technology Review,https://www.technologyreview.com/2025/10/02/1124767/microsoft-says-ai-can-create-zero-day-threats-in-biology/,2025-10-02,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00077,MIT Technology Review,https://www.technologyreview.com/2025/10/03/1124782/the-download-using-ai-to-discover-zero-day-vulnerabilities-and-apples-ice-app-removal/,2025-10-03,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00078,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124792/recent-books-from-the-mit-community-25/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00079,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124796/cardinal-and-gray-this-settles-it/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00080,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124799/meeting-the-next-generation/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00081,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124802/keeping-the-economy-on-track/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00082,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124805/transforming-lives-through-epilepsy-surgery/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00083,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124808/road-safety-drives-vp-of-gm/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00084,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124811/data-on-the-diamond/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00085,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1124814/david-jones/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00086,MIT Technology Review,https://www.technologyreview.com/2025/10/13/1124829/transforming-commercial-pharma-with-agentic-ai/,2025-10-13,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00087,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124912/effort-track-ice-raids-offline/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00088,MIT Technology Review,https://www.technologyreview.com/2025/11/12/1124919/improving-vmware-migration-workflows-with-agentic-ai/,2025-11-12,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00089,MIT Technology Review,https://www.technologyreview.com/2025/10/06/1124939/the-download-introducing-the-10-climate-tech-companies-to-watch-for-2025/,2025-10-06,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00090,MIT Technology Review,https://www.technologyreview.com/2025/10/15/1124949/bodies-heat-climate-change-extreme-temperatures/,2025-10-15,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00091,MIT Technology Review,https://www.technologyreview.com/2025/10/10/1124963/muscles-remember-explained/,2025-10-10,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00092,MIT Technology Review,https://www.technologyreview.com/2025/10/13/1124970/astronomy-planet-hunting-atmosphere/,2025-10-13,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00093,MIT Technology Review,https://www.technologyreview.com/2025/10/14/1124977/aging-clocks-biology-mortality-longevity/,2025-10-14,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00094,MIT Technology Review,https://www.technologyreview.com/2025/10/07/1124998/the-three-big-unanswered-questions-about-sora/,2025-10-07,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00095,MIT Technology Review,https://www.technologyreview.com/2025/10/07/1125060/this-company-is-planning-a-lithium-empire-from-the-shores-of-the-great-salt-lake/,2025-10-07,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00096,MIT Technology Review,https://www.technologyreview.com/2025/10/07/1125075/the-download-extracting-lithium-and-what-we-still-dont-know-about-sora/,2025-10-07,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00097,MIT Technology Review,https://www.technologyreview.com/2025/10/14/1125104/internet-improvement-book-review-regulation-user-responsibility/,2025-10-14,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00098,MIT Technology Review,https://www.technologyreview.com/2025/10/15/1125116/ai-is-changing-how-we-quantify-pain/,2025-10-15,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00099,MIT Technology Review,https://www.technologyreview.com/2025/10/16/1125146/civilization-start-kit-open-source-essential-machines/,2025-10-16,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00100,MIT Technology Review,https://www.technologyreview.com/2025/10/16/1125159/ethics-embryo-screening-reproduction-baby/,2025-10-16,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00101,MIT Technology Review,https://www.technologyreview.com/2025/10/07/1125191/ai-toys-in-china/,2025-10-07,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00102,MIT Technology Review,https://www.technologyreview.com/2025/10/17/1125193/ai-art-artist-new-chapter/,2025-10-17,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00103,MIT Technology Review,https://www.technologyreview.com/2025/10/07/1125207/the-us-is-set-to-cancel-funding-for-two-major-direct-air-capture-plants/,2025-10-07,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00104,MIT Technology Review,https://www.technologyreview.com/2025/10/17/1125223/slime-design-better-cities-mireta/,2025-10-17,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00105,MIT Technology Review,https://www.technologyreview.com/2025/10/08/1125301/the-download-carbon-removal-factories-funding-cuts-and-ai-toys/,2025-10-08,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00106,MIT Technology Review,https://www.technologyreview.com/2025/10/09/1125302/3-takeaways-about-climate-tech-right-now/,2025-10-09,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00107,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1125313/puzzle-corner-76/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00108,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1125327/endometriosis-tests-noninvasive/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00109,MIT Technology Review,https://www.technologyreview.com/2025/10/20/1125336/ai-heart-attack-prediction/,2025-10-20,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00110,MIT Technology Review,https://www.technologyreview.com/2025/10/20/1125345/plant-future-climate-change-research-project/,2025-10-20,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00111,MIT Technology Review,https://www.technologyreview.com/2025/10/22/1125356/3-things-stephanie-arnett/,2025-10-22,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00112,MIT Technology Review,https://www.technologyreview.com/2025/10/22/1125361/africa-ai-policymaking-nyalleng-moorosi/,2025-10-22,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00113,MIT Technology Review,https://www.technologyreview.com/2025/10/22/1125367/ai-embryologist-reproduction-future-jobs/,2025-10-22,,yes,keyword_fallback,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00114,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1125374/and-heres-the-pitch/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00115,MIT Technology Review,https://www.technologyreview.com/2025/10/09/1125376/how-healthy-am-i-my-immunome-knows-the-score/,2025-10-09,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00116,MIT Technology Review,https://www.technologyreview.com/2025/10/22/1125378/nasa-ames-research-center-archives/,2025-10-22,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00117,MIT Technology Review,https://www.technologyreview.com/2025/10/09/1125517/the-download-mysteries-of-the-immunome-and-how-to-choose-a-climate-tech-pioneer/,2025-10-09,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00118,MIT Technology Review,https://www.technologyreview.com/2025/10/21/1125523/jacob-hanna-israel-synthetic-embryo-models/,2025-10-21,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
DMITTECHN00119,MIT Technology Review,https://www.technologyreview.com/2025/10/10/1125559/test-health-immune-system/,2025-10-10,,no,,no,,SM-MIT-sitemap-35,https://www.technologyreview.com/sitemap-35.xml
