file,row_id,id,author_match,text_match,date_match,stored_views,fresh_views,views_delta_pct,status,note
sacks_thread.csv,SK66,2099116815481762229,yes,yes,yes,2204,2548,15.6,OK,
sacks_thread.csv,SK67,2099196067589791884,yes,yes,yes,2096,2483,18.5,OK,
sacks_thread.csv,SK68,2099161743536918569,yes,yes,yes,2081,3070,47.5,OK,
sacks_thread.csv,SK69,2099170336809849312,yes,yes,yes,2053,2159,5.2,OK,
sacks_thread.csv,SK70,2099107150685483029,yes,yes,yes,2035,2295,12.8,OK,
sacks_thread.csv,SK71,2099129041957613941,yes,yes,yes,2017,2130,5.6,OK,
sacks_thread.csv,SK72,2099001558767710717,yes,yes,yes,1988,2177,9.5,OK,
sacks_thread.csv,SK73,2099123209777918095,yes,yes,yes,1927,2274,18.0,OK,
sacks_thread.csv,SK74,2099021561579852128,yes,yes,yes,1696,1870,10.3,OK,
sacks_thread.csv,SK75,2099203099600506899,yes,yes,yes,1632,1914,17.3,OK,
sacks_thread.csv,SK76,2099145258043142153,yes,yes,yes,1596,1918,20.2,OK,
sacks_thread.csv,SK77,2099110631580279274,yes,yes,yes,1557,1659,6.6,OK,
sacks_thread.csv,SK78,2099119205060641184,yes,yes,yes,1418,1749,23.3,OK,
sacks_thread.csv,SK79,2099180998869037424,yes,yes,yes,1327,1599,20.5,OK,
sacks_thread.csv,SK80,2099104133223764305,yes,yes,yes,1287,1488,15.6,OK,
sacks_thread.csv,SK81,2099144006441824658,yes,yes,yes,1268,1432,12.9,OK,
sacks_thread.csv,SK82,2099105229002195074,yes,yes,yes,1220,1396,14.4,OK,
sacks_thread.csv,SK83,2099189696920166910,yes,yes,yes,1189,1379,16.0,OK,
sacks_thread.csv,SK84,2099068658681008486,yes,yes,yes,1067,1361,27.6,OK,
sacks_thread.csv,SK85,2099146051970310534,yes,yes,yes,1011,1220,20.7,OK,
sacks_thread.csv,SK86,2099141748878410237,yes,yes,yes,1001,1242,24.1,OK,
x_amplifiers.csv,X01,2097818335660433679,yes,yes,yes,661829,662168,0.1,OK,
x_amplifiers.csv,X02,2097777604711362875,yes,yes,yes,570442,570817,0.1,OK,
x_amplifiers.csv,X03,2097762644203917516,yes,yes,yes,347474,350502,0.9,OK,
x_amplifiers.csv,X04,2097767414435844099,yes,yes,yes,300063,300210,0.0,OK,
x_amplifiers.csv,X05,2097778122997260691,yes,yes,yes,139961,139995,0.0,OK,
x_amplifiers.csv,X06,2098795673248550984,yes,yes,yes,95809,98520,2.8,OK,
x_amplifiers.csv,X07,2097789722122707276,yes,yes,yes,91337,91354,0.0,OK,
x_amplifiers.csv,X08,2097767304444756150,yes,yes,yes,89681,92140,2.7,OK,
x_amplifiers.csv,X09,2099205059896561937,yes,yes,yes,80889,164227,103.0,OK,
x_amplifiers.csv,X10,2097764932204769572,yes,yes,yes,67714,67747,0.0,OK,
x_amplifiers.csv,X11,2097765967417975207,yes,yes,yes,55989,66204,18.2,OK,
x_amplifiers.csv,X12,2097793924781773009,yes,yes,yes,45906,45920,0.0,OK,
x_amplifiers.csv,X13,2097861330397004081,yes,yes,yes,44835,44858,0.1,OK,
x_amplifiers.csv,X14,2097765290528391347,yes,yes,yes,38256,38299,0.1,OK,
x_amplifiers.csv,X15,2097764458231996657,yes,yes,yes,34911,34938,0.1,OK,
x_amplifiers.csv,X16,2097770962557026650,yes,no,yes,32894,32900,0.0,DIFFERS,"text[text_120] prefix similarity 0.00: fetched="""""
x_amplifiers.csv,X17,2098268598167077155,yes,yes,yes,32773,32830,0.2,OK,
x_amplifiers.csv,X18,2097908422822035552,yes,yes,yes,28201,28218,0.1,OK,
x_amplifiers.csv,X19,2097780171784728905,yes,yes,yes,27938,27946,0.0,OK,
x_amplifiers.csv,X20,2097802097701839083,yes,yes,yes,26944,26954,0.0,OK,
x_amplifiers.csv,X21,2097785486110843108,yes,yes,yes,26819,26906,0.3,OK,
x_amplifiers.csv,X22,2097777154788622341,yes,yes,yes,26218,26233,0.1,OK,
x_amplifiers.csv,X23,2097775432108236828,yes,yes,yes,25849,25904,0.2,OK,
x_amplifiers.csv,X24,2098113158980440096,yes,yes,yes,24604,24633,0.1,OK,
x_amplifiers.csv,X25,2097768369525051625,yes,yes,yes,23718,23742,0.1,OK,
x_amplifiers.csv,X26,2097773110338666731,yes,yes,yes,21190,21209,0.1,OK,
x_amplifiers.csv,X27,2098197734670917992,yes,yes,yes,20573,20658,0.4,OK,
x_amplifiers.csv,X28,2098179126909653300,yes,yes,yes,19037,19052,0.1,OK,
x_amplifiers.csv,X29,2099170478804041838,yes,yes,yes,17841,22960,28.7,OK,
x_amplifiers.csv,X30,2097775499636568124,yes,yes,yes,15042,15048,0.0,OK,
x_amplifiers.csv,X31,2097779724236079493,yes,yes,yes,14809,14812,0.0,OK,
x_amplifiers.csv,X32,2098010630288531466,yes,yes,yes,14620,14633,0.1,OK,
x_amplifiers.csv,X33,2097766356485898417,yes,yes,yes,14527,14614,0.6,OK,
x_amplifiers.csv,X34,2097771464938123376,yes,yes,yes,14407,14416,0.1,OK,
x_amplifiers.csv,X35,2097793728492544051,yes,yes,yes,14300,14309,0.1,OK,
x_amplifiers.csv,X36,2097797170078400650,yes,yes,yes,12796,12806,0.1,OK,
x_amplifiers.csv,X37,2097772795170062529,yes,yes,yes,12082,12095,0.1,OK,
x_amplifiers.csv,X38,2097766662917202062,yes,yes,yes,11626,11627,0.0,OK,
x_amplifiers.csv,X39,2097808532800221603,yes,yes,yes,10497,10519,0.2,OK,
x_amplifiers.csv,X40,2097770762761273807,yes,yes,yes,10300,10310,0.1,OK,
x_amplifiers.csv,X41,2097915419734810851,yes,yes,yes,10287,10302,0.1,OK,
x_amplifiers.csv,X42,2097769020552253483,yes,yes,yes,10109,10114,0.0,OK,
x_amplifiers.csv,X43,2097765804502610213,yes,yes,yes,9507,9542,0.4,OK,
x_amplifiers.csv,X44,2097770925135438014,yes,yes,yes,9317,9333,0.2,OK,
x_amplifiers.csv,X45,2097770784760451163,yes,yes,yes,8812,8821,0.1,OK,
x_amplifiers.csv,X46,2097766166425206948,yes,yes,yes,8751,8762,0.1,OK,
x_amplifiers.csv,X47,2097776787115901018,yes,yes,yes,8389,8398,0.1,OK,
x_amplifiers.csv,X48,2097782111327699445,yes,yes,yes,8246,8252,0.1,OK,
x_amplifiers.csv,X49,2098414004347507083,yes,yes,yes,7751,7763,0.2,OK,
x_amplifiers.csv,X50,2097778158502379724,yes,yes,yes,7708,7710,0.0,OK,
x_amplifiers.csv,X51,2097983334769123469,yes,yes,yes,7390,7422,0.4,OK,
x_amplifiers.csv,X52,2097764902819557834,yes,yes,yes,7038,7050,0.2,OK,
x_amplifiers.csv,X53,2098011191415292021,yes,yes,yes,6967,6978,0.2,OK,
x_amplifiers.csv,X54,2097786445612130599,yes,yes,yes,6884,6888,0.1,OK,
x_amplifiers.csv,X55,2097799823437050319,yes,yes,yes,6404,6413,0.1,OK,
x_amplifiers.csv,X56,2097846397819040153,yes,yes,yes,5935,5937,0.0,OK,
x_amplifiers.csv,X57,2097766270691151873,yes,yes,yes,5689,5697,0.1,OK,
x_amplifiers.csv,X58,2097773007162736949,yes,yes,yes,5491,5493,0.0,OK,
x_amplifiers.csv,X59,2097765554144563443,yes,yes,yes,5209,5217,0.2,OK,
x_amplifiers.csv,X60,2097783402199957861,yes,yes,yes,5062,5068,0.1,OK,
x_amplifiers.csv,X61,2097765415699059199,yes,yes,yes,4925,4934,0.2,OK,
x_amplifiers.csv,X62,2097790323221254528,yes,yes,yes,4915,4923,0.2,OK,
x_amplifiers.csv,X63,2097771392238539063,yes,yes,yes,4782,4787,0.1,OK,
x_amplifiers.csv,X64,2097778567744549361,yes,yes,yes,4613,4615,0.0,OK,
x_amplifiers.csv,X65,2097811711730602021,yes,yes,yes,4554,4554,0.0,OK,
x_amplifiers.csv,X66,2098119807128518674,yes,yes,yes,4531,4541,0.2,OK,
x_amplifiers.csv,X67,2097805774265155938,yes,yes,yes,4489,4492,0.1,OK,
x_amplifiers.csv,X68,2097824081722704127,yes,yes,yes,4451,4486,0.8,OK,
x_amplifiers.csv,X69,2098149099900109052,yes,yes,yes,4397,4404,0.2,OK,
x_amplifiers.csv,X70,2097935513273417882,yes,yes,yes,4182,4182,0.0,OK,
x_amplifiers.csv,X71,2097912785808056343,yes,yes,yes,3925,3935,0.3,OK,
x_amplifiers.csv,X72,2097783058879348954,yes,yes,yes,3861,3861,0.0,OK,
x_amplifiers.csv,X73,2098340363433832878,yes,yes,yes,3530,3534,0.1,OK,
x_amplifiers.csv,X74,2098128899570110952,yes,yes,yes,3499,3512,0.4,OK,
x_amplifiers.csv,X75,2097771855536922682,yes,yes,yes,3479,3479,0.0,OK,
x_amplifiers.csv,X76,2097788665539776948,yes,yes,yes,3466,3467,0.0,OK,
x_amplifiers.csv,X77,2097816842937209216,yes,yes,yes,3276,3284,0.2,OK,
x_amplifiers.csv,X78,2097773383970652184,yes,yes,yes,3147,3177,1.0,OK,
x_amplifiers.csv,X79,2097763125617627319,yes,yes,yes,3013,3015,0.1,OK,
x_amplifiers.csv,X80,2097935386274353289,yes,yes,yes,2989,2994,0.2,OK,
x_amplifiers.csv,X81,2097780822841663570,yes,yes,yes,2142,2147,0.2,OK,
x_amplifiers.csv,X82,2097770658323444071,yes,yes,yes,2096,2105,0.4,OK,
x_amplifiers.csv,X83,2097774540424392947,yes,yes,yes,2064,2069,0.2,OK,
x_amplifiers.csv,X84,2097776937628581987,yes,yes,yes,2051,2051,0.0,OK,
x_amplifiers.csv,X85,2097764166476144689,yes,yes,yes,1996,1997,0.1,OK,
x_amplifiers.csv,X86,2097768714678522071,yes,yes,yes,1979,1983,0.2,OK,
x_amplifiers.csv,X87,2097771215603605573,yes,yes,yes,1914,1918,0.2,OK,
x_amplifiers.csv,X88,2097771581736947814,yes,yes,yes,1873,1874,0.1,OK,
x_amplifiers.csv,X89,2099212730809147445,yes,yes,yes,1692,2877,70.0,OK,
x_amplifiers.csv,X90,2097788386258178289,yes,yes,yes,1666,1669,0.2,OK,
x_amplifiers.csv,X91,2099185204204093441,yes,yes,yes,1591,3390,113.1,OK,
x_amplifiers.csv,X92,2097780492804206606,yes,yes,yes,1586,1593,0.4,OK,
x_amplifiers.csv,X93,2097773479412015598,yes,no,yes,1534,1534,0.0,DIFFERS,"text[text_120] prefix similarity 0.00: fetched="""""
x_amplifiers.csv,X94,2098048861574938774,yes,yes,yes,1472,1473,0.1,OK,
x_amplifiers.csv,X95,2097799156618162344,yes,yes,yes,1414,1417,0.2,OK,
x_amplifiers.csv,X96,2097900136047489275,yes,yes,yes,1406,1826,29.9,OK,
x_amplifiers.csv,X97,2098076628731494661,yes,yes,yes,1402,1430,2.0,OK,
x_amplifiers.csv,X98,2099190647278194808,yes,yes,yes,1391,1672,20.2,OK,
x_amplifiers.csv,X99,2097779314716803319,yes,yes,yes,1386,1387,0.1,OK,
x_amplifiers.csv,X100,2097766777669210569,yes,yes,yes,1333,1335,0.2,OK,
x_amplifiers.csv,X101,2098927293376987351,yes,yes,yes,1312,1336,1.8,OK,
x_amplifiers.csv,X102,2097872904801194315,yes,yes,yes,1275,1283,0.6,OK,
x_amplifiers.csv,X103,2098075767515062557,yes,yes,yes,1213,1224,0.9,OK,
x_amplifiers.csv,X104,2097798178309546418,yes,yes,yes,1212,1446,19.3,OK,
x_amplifiers.csv,X105,2099202058163232980,yes,yes,yes,1174,2218,88.9,OK,
x_amplifiers.csv,X106,2098998397206192539,yes,yes,yes,1149,1203,4.7,OK,
x_amplifiers.csv,X107,2098225575710040552,yes,yes,yes,1087,1090,0.3,OK,
x_amplifiers.csv,X108,2097764098788454612,yes,yes,yes,1079,1083,0.4,OK,
x_amplifiers.csv,X109,2098018582969942128,yes,yes,yes,1079,1079,0.0,OK,
x_amplifiers.csv,X110,2097906081708044424,yes,yes,yes,1039,1238,19.2,OK,
x_amplifiers.csv,X111,2097826999565684737,yes,yes,yes,1033,1035,0.2,OK,
x_amplifiers.csv,X112,2097796470086803502,yes,yes,yes,1031,1056,2.4,OK,
x_amplifiers.csv,X113,2097794260590375390,yes,yes,yes,1013,1015,0.2,OK,
metr_posts.csv,MP001,1755691718618325206,yes,yes,yes,1271,1272,0.1,OK,
metr_posts.csv,MP002,1765856687226081324,yes,yes,yes,5892,5893,0.0,OK,
metr_posts.csv,MP003,1765856688639529330,yes,yes,yes,299,300,0.3,OK,
metr_posts.csv,MP004,1765856689625161753,yes,yes,yes,630,630,0.0,OK,
metr_posts.csv,MP005,1765856690661126310,yes,yes,yes,548,548,0.0,OK,
metr_posts.csv,MP006,1766363595263336946,yes,yes,yes,37,37,0.0,OK,
metr_posts.csv,MP007,1768684026792190410,yes,yes,yes,22330,22330,0.0,OK,
metr_posts.csv,MP008,1768684028377657693,yes,yes,yes,975,976,0.1,OK,
metr_posts.csv,MP009,1768684030231519651,yes,yes,yes,10167,10167,0.0,OK,
metr_posts.csv,MP010,1768684031905010162,yes,yes,yes,558,558,0.0,OK,
metr_posts.csv,MP011,1768684033050050894,yes,yes,yes,524,524,0.0,OK,
metr_posts.csv,MP012,1768684034148970742,yes,yes,yes,1132,1132,0.0,OK,
metr_posts.csv,MP013,1768684035621155001,yes,yes,yes,881,881,0.0,OK,
metr_posts.csv,MP014,1791598049749537178,yes,yes,yes,4560,4561,0.0,OK,
metr_posts.csv,MP015,1791610178741457271,yes,yes,yes,3499,3500,0.0,OK,
metr_posts.csv,MP016,1820905723360149617,yes,yes,yes,127717,127720,0.0,OK,
metr_posts.csv,MP017,1820905733669712088,yes,yes,yes,5515,5515,0.0,OK,
metr_posts.csv,MP018,1820905734756036996,yes,yes,yes,6968,6968,0.0,OK,
metr_posts.csv,MP019,1820905736010088547,yes,yes,yes,4847,4847,0.0,OK,
metr_posts.csv,MP020,1824513064668184901,yes,yes,yes,2416,2417,0.0,OK,
metr_posts.csv,MP021,1824513066350063648,yes,yes,yes,539,540,0.2,OK,
metr_posts.csv,MP022,1824513068484981025,yes,yes,yes,478,478,0.0,OK,
metr_posts.csv,MP023,1825953004803207517,yes,yes,yes,10452,10453,0.0,OK,
metr_posts.csv,MP024,1825953007185571923,yes,yes,yes,468,469,0.2,OK,
metr_posts.csv,MP025,1825953008502579625,yes,yes,yes,776,776,0.0,OK,
metr_posts.csv,MP026,1825953009861538027,yes,yes,yes,729,729,0.0,OK,
metr_posts.csv,MP027,1831357364844605499,yes,yes,yes,10769,10770,0.0,OK,
metr_posts.csv,MP028,1831357367751266572,yes,yes,yes,697,698,0.1,OK,
metr_posts.csv,MP029,1831357369529536935,yes,yes,yes,546,546,0.0,OK,
metr_posts.csv,MP030,1831760158571294899,yes,yes,yes,5432,5433,0.0,OK,
metr_posts.csv,MP031,1834436210829525009,yes,yes,yes,89639,89640,0.0,OK,
metr_posts.csv,MP032,1834436212867911965,yes,yes,yes,3893,3894,0.0,OK,
metr_posts.csv,MP033,1834436216969658510,yes,yes,yes,3505,3505,0.0,OK,
metr_posts.csv,MP034,1834436219394257166,yes,yes,yes,5107,5107,0.0,OK,
metr_posts.csv,MP035,1836616839918703094,yes,yes,yes,3649,3650,0.0,OK,
metr_posts.csv,MP036,1848842213046030498,yes,yes,yes,4208,4209,0.0,OK,
metr_posts.csv,MP037,1857211276335956335,yes,yes,yes,21225,21226,0.0,OK,
metr_posts.csv,MP038,1857211278143668412,yes,yes,yes,616,617,0.2,OK,
metr_posts.csv,MP039,1857211279536234853,yes,yes,yes,2379,2379,0.0,OK,
metr_posts.csv,MP040,1857211281436258341,yes,yes,yes,526,526,0.0,OK,
metr_posts.csv,MP041,1857211282568642970,yes,yes,yes,486,486,0.0,OK,
metr_posts.csv,MP042,1857211283642425614,yes,yes,yes,473,473,0.0,OK,
metr_posts.csv,MP043,1857211284804276692,yes,yes,yes,695,695,0.0,OK,
metr_posts.csv,MP044,1857211286758764720,yes,yes,yes,1095,1095,0.0,OK,
metr_posts.csv,MP045,1857211288340029642,yes,yes,yes,921,921,0.0,OK,
metr_posts.csv,MP046,1860061711849652378,yes,yes,yes,446222,446222,0.0,OK,
metr_posts.csv,MP047,1860061721408471095,yes,yes,yes,11605,11605,0.0,OK,
metr_posts.csv,MP048,1860061723572760659,yes,yes,yes,11357,11357,0.0,OK,
metr_posts.csv,MP049,1860061725581864969,yes,yes,yes,7698,7698,0.0,OK,
metr_posts.csv,MP050,1860061727825785316,yes,yes,yes,5460,5460,0.0,OK,
metr_posts.csv,MP051,1860061729952268304,yes,yes,yes,8720,8720,0.0,OK,
metr_posts.csv,MP052,1860061732095557982,yes,yes,yes,5617,5617,0.0,OK,
metr_posts.csv,MP053,1860061734125600849,yes,yes,yes,4267,4267,0.0,OK,
metr_posts.csv,MP054,1860061735790723413,yes,yes,yes,4471,4471,0.0,OK,
metr_posts.csv,MP055,1860061737996968290,yes,yes,yes,13067,13067,0.0,OK,
metr_posts.csv,MP056,1860061739288789424,yes,yes,yes,4634,4634,0.0,OK,
metr_posts.csv,MP057,1879253006254067945,yes,yes,yes,4269,4270,0.0,OK,
metr_posts.csv,MP058,1879253007449403795,yes,yes,yes,748,749,0.1,OK,
metr_posts.csv,MP059,1887909098915520615,yes,yes,yes,2303,2304,0.0,OK,
metr_posts.csv,MP060,1887909101759275046,yes,yes,yes,435,436,0.2,OK,
metr_posts.csv,MP061,1890531685495685382,yes,yes,yes,50924,50926,0.0,OK,
metr_posts.csv,MP062,1890536539421327643,yes,yes,yes,1154,1154,0.0,OK,
metr_posts.csv,MP063,1890536540893298723,yes,yes,yes,1100,1100,0.0,OK,
metr_posts.csv,MP064,1890536543279825408,yes,yes,yes,1024,1024,0.0,OK,
metr_posts.csv,MP065,1890536545548984597,yes,yes,yes,845,845,0.0,OK,
metr_posts.csv,MP066,1890536547146928399,yes,yes,yes,832,832,0.0,OK,
metr_posts.csv,MP067,1890536549873262670,yes,yes,yes,1072,1072,0.0,OK,
metr_posts.csv,MP068,1890536551987220920,yes,yes,yes,1069,1069,0.0,OK,
metr_posts.csv,MP069,1890536553497186565,yes,yes,yes,665,665,0.0,OK,
metr_posts.csv,MP070,1890536554847781222,yes,yes,yes,976,976,0.0,OK,
metr_posts.csv,MP071,1890536556361904383,yes,yes,yes,1050,1050,0.0,OK,
metr_posts.csv,MP072,1892011228333011189,yes,yes,yes,14042,14043,0.0,OK,
metr_posts.csv,MP073,1892011230363041874,yes,yes,yes,505,506,0.2,OK,
metr_posts.csv,MP074,1892011231701078462,yes,yes,yes,632,632,0.0,OK,
metr_posts.csv,MP075,1892011233085141179,yes,yes,yes,778,778,0.0,OK,
metr_posts.csv,MP076,1892011234356035751,yes,yes,yes,817,817,0.0,OK,
metr_posts.csv,MP077,1894257205680967907,yes,yes,yes,17084,17085,0.0,OK,
metr_posts.csv,MP078,1894257207442911687,yes,yes,yes,711,712,0.1,OK,
metr_posts.csv,MP079,1895381625585967180,yes,yes,yes,4336,4337,0.0,OK,
metr_posts.csv,MP080,1895381627662147739,yes,yes,yes,614,615,0.2,OK,
metr_posts.csv,MP081,1895381628786221557,yes,yes,yes,564,564,0.0,OK,
metr_posts.csv,MP082,1895381629864157361,yes,yes,yes,598,598,0.0,OK,
metr_posts.csv,MP083,1895381631046950939,yes,yes,yes,583,583,0.0,OK,
metr_posts.csv,MP084,1895381632229745020,yes,yes,yes,622,622,0.0,OK,
metr_posts.csv,MP085,1895381633584505313,yes,yes,yes,724,724,0.0,OK,
metr_posts.csv,MP086,1895381634721161557,yes,yes,yes,722,722,0.0,OK,
metr_posts.csv,MP087,1895381636063338498,yes,yes,yes,698,698,0.0,OK,
metr_posts.csv,MP088,1895587195702161567,yes,yes,yes,3894,3895,0.0,OK,
metr_posts.csv,MP089,1895587197652517352,yes,yes,yes,695,696,0.1,OK,
metr_posts.csv,MP090,1897746179112534337,yes,yes,yes,3058,3060,0.1,OK,
metr_posts.csv,MP091,1898156631470600592,yes,yes,yes,4375,4376,0.0,OK,
metr_posts.csv,MP092,1898156635354497341,yes,yes,yes,1117,1118,0.1,OK,
metr_posts.csv,MP093,1899933241437724729,yes,yes,yes,21869,21871,0.0,OK,
metr_posts.csv,MP094,1899933245049037239,yes,yes,yes,446,447,0.2,OK,
metr_posts.csv,MP095,1899933246735212821,yes,yes,yes,348,348,0.0,OK,
metr_posts.csv,MP096,1899933249511841973,yes,yes,yes,473,473,0.0,OK,
metr_posts.csv,MP097,1899933251827097842,yes,yes,yes,248,248,0.0,OK,
metr_posts.csv,MP098,1899933253626454505,yes,yes,yes,1491,1491,0.0,OK,
metr_posts.csv,MP099,1899933256080122233,yes,yes,yes,1109,1109,0.0,OK,
metr_posts.csv,MP100,1901702886406656144,yes,yes,yes,4361,4362,0.0,OK,
metr_posts.csv,MP101,1902074178477715593,yes,yes,yes,1627,1628,0.1,OK,
metr_posts.csv,MP102,1902384481111322929,yes,yes,yes,8778841,8778865,0.0,OK,
metr_posts.csv,MP103,1902384486731653406,yes,yes,yes,299996,299997,0.0,OK,
metr_posts.csv,MP104,1902384489416028189,yes,yes,yes,152403,152403,0.0,OK,
metr_posts.csv,MP105,1902384495673680188,yes,yes,yes,66264,66264,0.0,OK,
metr_posts.csv,MP106,1902384502191595869,yes,yes,yes,69799,69799,0.0,OK,
metr_posts.csv,MP107,1902384509146034680,yes,yes,yes,46040,46040,0.0,OK,
metr_posts.csv,MP108,1902384515294912896,yes,yes,yes,41918,41918,0.0,OK,
metr_posts.csv,MP109,1902384517958267218,yes,yes,yes,53591,53591,0.0,OK,
metr_posts.csv,MP110,1902384520122208723,yes,yes,yes,35389,35389,0.0,OK,
metr_posts.csv,MP111,1902384522546815256,yes,yes,yes,34590,34590,0.0,OK,
metr_posts.csv,MP112,1902384524765630708,yes,yes,yes,33964,33964,0.0,OK,
metr_posts.csv,MP113,1905491723238945178,yes,yes,yes,4813,4814,0.0,OK,
